"index","seqName","clade","major_lineage","genotype","otherName","seqLength","X.cds","Year","geo_location","country","strain","date"
31,"MW946791.1|1997","3II_B","3II_B","3II","MW946791",10173,100,1997,"Thailand","Thailand","MW946791",1997
32,"MW946792.1|1998","3II_A.2","3II_A","3II","MW946792",10173,100,1998,"Thailand","Thailand","MW946792",1998
34,"OR616490.1|2023-08-17","3III_B.3.2","3III_B","3III","OR616490",10200,100.2654084,2023,"Dominican Republic","Dominican Republic","OR616490",2023
34,"GU131905.1|2008","3II_A.2","3II_A","3II","GU131905",10638,104.570923,2008,"Cambodia: KCH","Cambodia","GU131905",2008
35,"GU131906.1|2003","3II_A.2","3II_A","3II","GU131906",10625,104.4431338,2003,"Cambodia: KSO","Cambodia","GU131906",2003
37,"GU131908.1|2006","3II_A.2","3II_A","3II","GU131908",10511,103.3225204,2006,"Cambodia: KCH","Cambodia","GU131908",2006
44,"MW946804.1|2000","3II_A","3II_A","3II","MW946804",10173,100,2000,"Thailand","Thailand","MW946804",2000
47,"MW946807.1|2012","3II_A.5","3II_A","3II","MW946807",10173,100,2012,"Thailand","Thailand","MW946807",2012
48,"MW946808.1|2010","3III_B.1","3III_B","3III","MW946808",10173,100,2010,"Thailand","Thailand","MW946808",2010
48,"OR616504.1|2023-08-17","3III_B.3.2","3III_B","3III","OR616504",10205,100.3145581,2023,"Dominican Republic","Dominican Republic","OR616504",2023
50,"MW946810.1|2012","3III_B.1","3III_B","3III","MW946810",10173,100,2012,"Thailand","Thailand","MW946810",2012
53,"GU131938.1|2007","3II_A.2","3II_A","3II","GU131938",10647,104.6593925,2007,"Cambodia: KCH","Cambodia","GU131938",2007
55,"MW946815.1|2006","3III_B.1","3III_B","3III","MW946815",10173,100,2006,"Thailand","Thailand","MW946815",2006
56,"MW946816.1|1997","3II_A","3II_A","3II","MW946816",10173,100,1997,"Thailand","Thailand","MW946816",1997
57,"MW946817.1|2009","3II_A.5","3II_A","3II","MW946817",10172,99.99017006,2009,"Thailand","Thailand","MW946817",2009
62,"EU932687.1|2007","3III_C.1","3III_C","3III","EU932687",10664,104.8265015,2007,"Venezuela: Aragua","Venezuela","EU932687",2007
67,"GQ868571.1|2002","3III_C.1","3III_C","3III","GQ868571",10663,104.8166716,2002,"Colombia: Santander","Colombia","GQ868571",2002
69,"MW946829.1|2005","3II_B","3II_B","3II","MW946829",10173,100,2005,"Thailand","Thailand","MW946829",2005
70,"GQ868574.1|2003","3III_C.1","3III_C","3III","GQ868574",10663,104.8166716,2003,"Colombia: Santander","Colombia","GQ868574",2003
71,"GQ868575.1|2004","3III_C.1","3III_C","3III","GQ868575",10663,104.8166716,2004,"Colombia: Santander","Colombia","GQ868575",2004
72,"MW946832.1|1997","3II_A.3","3II_A","3II","MW946832",10173,100,1997,"Thailand","Thailand","MW946832",1997
72,"GQ868576.1|2005","3III_C.1","3III_C","3III","GQ868576",10663,104.8166716,2005,"Colombia: Norte de Santander","Colombia","GQ868576",2005
73,"GQ868577.1|2005","3III_C.1","3III_C","3III","GQ868577",10646,104.6495626,2005,"Colombia: Norte de Santander","Colombia","GQ868577",2005
74,"GQ868578.1|2007","3III_C.1","3III_C","3III","GQ868578",10659,104.7773518,2007,"Colombia: Santander","Colombia","GQ868578",2007
75,"MW946835.1|1999","3II_A","3II_A","3II","MW946835",10173,100,1999,"Thailand","Thailand","MW946835",1999
76,"GQ868587.1|2007","3III_C.1","3III_C","3III","GQ868587",10663,104.8166716,2007,"Venezuela: Aragua","Venezuela","GQ868587",2007
77,"GQ868593.1|1973","3II","3II","3II","GQ868593",10663,104.8166716,1973,"Thailand","Thailand","GQ868593",1973
78,"MW946838.1|2000","3II_A.4","3II_A","3II","MW946838",10173,100,2000,"Thailand","Thailand","MW946838",2000
78,"GQ868616.1|2001","3III_C.2","3III_C","3III","GQ868616",10663,104.8166716,2001,"Saint Lucia","Saint Lucia","GQ868616",2001
79,"GQ868617.1|2002","3III_C.2","3III_C","3III","GQ868617",10662,104.8068416,2002,"Trinidad and Tobago: Trinidad","Trinidad and Tobago","GQ868617",2002
81,"GQ868627.1|2002","3II_A","3II_A","3II","GQ868627",10663,104.8166716,2002,"Cambodia: KCH","Cambodia","GQ868627",2002
82,"OR616538.1|2023-08-03","3III_B.3.2","3III_B","3III","OR616538",10209,100.3538779,2023,"Dominican Republic","Dominican Republic","OR616538",2023
83,"MW946843.1|2014","3III_B.1","3III_B","3III","MW946843",10173,100,2014,"Thailand","Thailand","MW946843",2014
84,"OP090328.1|2019-07","3III_B.1","3III_B","3III","OP090328",10667,104.8559913,2019,"Myanmar","Myanmar","OP090328",2019
85,"DQ863638.1|1973","3II","3II","3II","DQ863638",10707,105.249189,1973,"Thailand: Bangkok","Thailand","DQ863638",1973
86,"OR236119.1|2012-03","3III_B.1","3III_B","3III","OR236119",10454,102.7622137,2012,"Reunion","Reunion","OR236119",2012
87,"OR236120.1|2013-06","3II_A.5","3II_A","3II","OR236120",10453,102.7523838,2013,"Reunion","Reunion","OR236120",2013
88,"OR236121.1|2016-02","3I_A.1","3I_A","3I","OR236121",10453,102.7523838,2016,"Reunion","Reunion","OR236121",2016
89,"OR236122.1|2019-09","3III_B.1","3III_B","3III","OR236122",10446,102.6835742,2019,"Reunion","Reunion","OR236122",2019
90,"OR236123.1|2019-01","3III_B.1","3III_B","3III","OR236123",10446,102.6835742,2019,"Reunion","Reunion","OR236123",2019
92,"OR236125.1|2020-01","3III_B.1","3III_B","3III","OR236125",10446,102.6835742,2020,"Reunion","Reunion","OR236125",2020
94,"GQ199886.1|1998","3III_C","3III_C","3III","GQ199886",10646,104.6495626,1998,"Nicaragua","Nicaragua","GQ199886",1998
95,"OR236128.1|2020-02","3III_B.1","3III_B","3III","OR236128",10446,102.6835742,2020,"Reunion","Reunion","OR236128",2020
95,"GQ199887.1|1983","3III","3III","3III","GQ199887",10663,104.8166716,1983,"Sri Lanka: Western Province","Sri Lanka","GQ199887",1983
96,"GQ199888.1|1983","3III","3III","3III","GQ199888",10663,104.8166716,1983,"Sri Lanka: Western Province","Sri Lanka","GQ199888",1983
97,"GQ199889.1|1983","3III","3III","3III","GQ199889",10645,104.6397326,1983,"Sri Lanka: Western Province","Sri Lanka","GQ199889",1983
98,"GQ199891.1|2001","3III_C.1","3III_C","3III","GQ199891",10663,104.8166716,2001,"Colombia: Santander","Colombia","GQ199891",2001
99,"OR236132.1|2020-02","3III_B.1","3III_B","3III","OR236132",10446,102.6835742,2020,"Reunion","Reunion","OR236132",2020
99,"GQ252674.1|1997","3III","3III","3III","GQ252674",10682,105.0034405,1997,"Sri Lanka: Western Province","Sri Lanka","GQ252674",1997
101,"MW946861.1|1994","3II_B","3II_B","3II","MW946861",10173,100,1994,"Thailand","Thailand","MW946861",1994
101,"FJ873812.1|2008","3III_C.2.1","3III_C","3III","FJ873812",10638,104.570923,2008,"Nicaragua: Managua","Nicaragua","FJ873812",2008
103,"FJ882571.1|1989","3III","3III","3III","FJ882571",10644,104.6299027,1989,"Sri Lanka","Sri Lanka","FJ882571",1989
104,"OR618322.1|2016-12-04","3I_C","3I_C","3I","OR618322",10584,104.0401062,2016,"Taiwan","Taiwan","OR618322",2016
104,"FJ882572.1|1989","3III","3III","3III","FJ882572",10663,104.8166716,1989,"Sri Lanka","Sri Lanka","FJ882572",1989
105,"OR618323.1|2017-01-09","3I_C","3I_C","3I","OR618323",10584,104.0401062,2017,"Taiwan","Taiwan","OR618323",2017
105,"FJ882573.1|1993","3III_A","3III_A","3III","FJ882573",10663,104.8166716,1993,"Sri Lanka","Sri Lanka","FJ882573",1993
106,"PP269944.1|2012-10-26","3II_A.1","3II_A","3II","PP269944",10585,104.0499361,2012,"Viet Nam","Viet Nam","PP269944",2012
106,"FJ882574.1|1985","3III","3III","3III","FJ882574",10651,104.6987123,1985,"Sri Lanka","Sri Lanka","FJ882574",1985
107,"PP269945.1|2011-05-17","3II_A.1","3II_A","3II","PP269945",10613,104.3251745,2011,"Viet Nam","Viet Nam","PP269945",2011
107,"FJ882575.1|1985","3III","3III","3III","FJ882575",10663,104.8166716,1985,"Mozambique","Mozambique","FJ882575",1985
108,"MW946868.1|2006","3II_B","3II_B","3II","MW946868",10173,100,2006,"Thailand","Thailand","MW946868",2006
108,"FJ882576.1|1994","3III_C","3III_C","3III","FJ882576",10663,104.8166716,1994,"Nicaragua","Nicaragua","FJ882576",1994
111,"PP269949.1|2014-04-14","3II_A.1","3II_A","3II","PP269949",10574,103.9418067,2014,"Viet Nam","Viet Nam","PP269949",2014
111,"FJ898440.1|2003","3III_C","3III_C","3III","FJ898440",10663,104.8166716,2003,"Mexico: Morelos","Mexico","FJ898440",2003
112,"FJ898441.1|2006","3III_C","3III_C","3III","FJ898441",10663,104.8166716,2006,"Mexico: Distrito Federal","Mexico","FJ898441",2006
113,"PP269951.1|2012-09-17","3II_A.1","3II_A","3II","PP269951",10592,104.1187457,2012,"Viet Nam","Viet Nam","PP269951",2012
113,"FJ898442.1|2007","3III_C","3III_C","3III","FJ898442",10663,104.8166716,2007,"Mexico: Puebla","Mexico","FJ898442",2007
115,"FJ898444.1|2005","3III_C.1","3III_C","3III","FJ898444",10663,104.8166716,2005,"Colombia: Norte de Santander","Colombia","FJ898444",2005
116,"FJ898445.1|2007","3III_C.1","3III_C","3III","FJ898445",10664,104.8265015,2007,"Colombia: Santander","Colombia","FJ898445",2007
117,"FJ898446.1|2001","3III_C.2","3III_C","3III","FJ898446",10661,104.7970117,2001,"Brazil","Brazil","FJ898446",2001
118,"PP269956.1|2013-01-05","3II_A.1","3II_A","3II","PP269956",10585,104.0499361,2013,"Viet Nam","Viet Nam","PP269956",2013
119,"FJ898455.1|1991","3I_B","3I_B","3I","FJ898455",10663,104.8166716,1991,"Cook Islands","Cook Islands","FJ898455",1991
120,"FJ898456.1|1995","3I_B","3I_B","3I","FJ898456",10663,104.8166716,1995,"Samoa","Samoa","FJ898456",1995
121,"MW946881.1|2014","3III_B.1","3III_B","3III","MW946881",10173,100,2014,"Thailand","Thailand","MW946881",2014
121,"FJ898457.1|2000","3III_C.2","3III_C","3III","FJ898457",10663,104.8166716,2000,"Ecuador","Ecuador","FJ898457",2000
122,"PP269960.1|2013-10-10","3II_A.1","3II_A","3II","PP269960",10612,104.3153445,2013,"Viet Nam","Viet Nam","PP269960",2013
123,"FJ898459.1|2002","3III_C.2","3III_C","3III","FJ898459",10663,104.8166716,2002,"Trinidad and Tobago","Trinidad and Tobago","FJ898459",2002
124,"FJ898462.1|2001","3III_C.2","3III_C","3III","FJ898462",10663,104.8166716,2001,"Anguilla","Anguilla","FJ898462",2001
125,"FJ898463.1|2001","3III_C.2","3III_C","3III","FJ898463",10660,104.7871818,2001,"Saint Lucia","Saint Lucia","FJ898463",2001
126,"FJ898464.1|2002","3III_C.2","3III_C","3III","FJ898464",10663,104.8166716,2002,"Guyana","Guyana","FJ898464",2002
127,"FJ898468.1|2000","3III_C.1","3III_C","3III","FJ898468",10663,104.8166716,2000,"Venezuela: Aragua","Venezuela","FJ898468",2000
129,"PP269967.1|2014-12-03","3II_A.1","3II_A","3II","PP269967",10598,104.1777254,2014,"Viet Nam","Viet Nam","PP269967",2014
130,"MW946890.1|2006","3II_A","3II_A","3II","MW946890",10173,100,2006,"Thailand","Thailand","MW946890",2006
130,"FJ898471.1|2002","3III_C.1","3III_C","3III","FJ898471",10663,104.8166716,2002,"Venezuela: Aragua","Venezuela","FJ898471",2002
131,"MW946891.1|2011","3III_B.1","3III_B","3III","MW946891",10173,100,2011,"Thailand","Thailand","MW946891",2011
131,"FJ898472.1|2003","3III_C.1","3III_C","3III","FJ898472",10664,104.8265015,2003,"Venezuela: Aragua","Venezuela","FJ898472",2003
132,"FJ898473.1|2003","3III_C.1","3III_C","3III","FJ898473",10663,104.8166716,2003,"Venezuela: Aragua","Venezuela","FJ898473",2003
133,"MW946893.1|2003","3II_A","3II_A","3II","MW946893",10173,100,2003,"Thailand","Thailand","MW946893",2003
133,"PP269971.1|2014-10-14","3II_A.1","3II_A","3II","PP269971",10599,104.1875553,2014,"Viet Nam","Viet Nam","PP269971",2014
134,"FJ898475.1|2008","3III_C.2.1","3III_C","3III","FJ898475",10652,104.7085422,2008,"Nicaragua: Managua","Nicaragua","FJ898475",2008
135,"PP269973.1|2012-09-13","3II_A.1","3II_A","3II","PP269973",10548,103.6862283,2012,"Viet Nam","Viet Nam","PP269973",2012
136,"FJ913015.1|2001","3III_C.2","3III_C","3III","FJ913015",10663,104.8166716,2001,"Brazil: Central west","Brazil","FJ913015",2001
137,"PP269975.1|2013-10-15","3II_A.1","3II_A","3II","PP269975",10592,104.1187457,2013,"Viet Nam","Viet Nam","PP269975",2013
138,"PP269976.1|2015-03-25","3II_A.1","3II_A","3II","PP269976",10612,104.3153445,2015,"Viet Nam","Viet Nam","PP269976",2015
139,"PP269977.1|2015-08-24","3II_A.1","3II_A","3II","PP269977",10608,104.2760248,2015,"Viet Nam","Viet Nam","PP269977",2015
140,"PP234923.1|2019-07-01","3I_C","3I_C","3I","PP234923",10656,104.747862,2019,"Philippines","Philippines","PP234923",2019
141,"MW946901.1|1998","3II_B","3II_B","3II","MW946901",10173,100,1998,"Thailand","Thailand","MW946901",1998
141,"PP234924.1|2018-07-01","3I_C","3I_C","3I","PP234924",10656,104.747862,2018,"Philippines","Philippines","PP234924",2018
142,"MW946902.1|2011","3II_B","3II_B","3II","MW946902",10173,100,2011,"Thailand","Thailand","MW946902",2011
142,"PP234925.1|2018-07-01","3I_C","3I_C","3I","PP234925",10656,104.747862,2018,"Philippines","Philippines","PP234925",2018
143,"PP234926.1|2018-07-01","3I_C","3I_C","3I","PP234926",10651,104.6987123,2018,"Philippines","Philippines","PP234926",2018
144,"OQ714406.1|2022-09","3III_B.3.1","3III_B","3III","OQ714406",10617,104.3644942,2022,"Nepal: Kathmandu","Nepal","OQ714406",2022
145,"OQ714407.1|2022-09","3III_B.3.1","3III_B","3III","OQ714407",10663,104.8166716,2022,"Israel","Israel","OQ714407",2022
146,"OQ714408.1|2022-09","3III_B.3.1","3III_B","3III","OQ714408",10655,104.738032,2022,"Israel","Israel","OQ714408",2022
146,"FJ850080.1|2003","3III_C.2","3III_C","3III","FJ850080",10663,104.8166716,2003,"Brazil: Northern","Brazil","FJ850080",2003
147,"FJ850083.1|2004","3III_C.2","3III_C","3III","FJ850083",10663,104.8166716,2004,"Brazil: Northern","Brazil","FJ850083",2004
151,"FJ850094.1|2008","3III_C.2","3III_C","3III","FJ850094",10662,104.8068416,2008,"Brazil: Northern","Brazil","FJ850094",2008
159,"FJ744700.1|2001","3III_C.1","3III_C","3III","FJ744700",10648,104.6692225,2001,"Venezuela: Aragua","Venezuela","FJ744700",2001
168,"FJ744734.1|2001","3II_A","3II_A","3II","FJ744734",10663,104.8166716,2001,"Thailand: Kampheange Phet","Thailand","FJ744734",2001
169,"MW946929.1|1994","3II_A","3II_A","3II","MW946929",10173,100,1994,"Thailand","Thailand","MW946929",1994
171,"MW946931.1|1994","3II_A","3II_A","3II","MW946931",10173,100,1994,"Thailand","Thailand","MW946931",1994
172,"MW946932.1|1998","3II_B","3II_B","3II","MW946932",10173,100,1998,"Thailand","Thailand","MW946932",1998
175,"MW946935.1|1997","3II_A","3II_A","3II","MW946935",10173,100,1997,"Thailand","Thailand","MW946935",1997
176,"OR393932.1|2018-09-25","3I_A.1.1","3I_A","3I","OR393932",10173,100,2018,"Sri Lanka","Sri Lanka","OR393932",2018
177,"FJ432731.1|2007","3II_A.1","3II_A","3II","FJ432731",10638,104.570923,2007,"Viet Nam: South","Viet Nam","FJ432731",2007
178,"MW946938.1|2006","3II_B","3II_B","3II","MW946938",10173,100,2006,"Thailand","Thailand","MW946938",2006
180,"MW946940.1|1995","3II_A","3II_A","3II","MW946940",10173,100,1995,"Thailand","Thailand","MW946940",1995
183,"MW946943.1|2003","3II_A.4","3II_A","3II","MW946943",10173,100,2003,"Thailand","Thailand","MW946943",2003
183,"FJ461334.1|2008","3II_A.1","3II_A","3II","FJ461334",10638,104.570923,2008,"Viet Nam: South","Viet Nam","FJ461334",2008
185,"FJ461338.1|2008","3II_A.1","3II_A","3II","FJ461338",10638,104.570923,2008,"Viet Nam: South","Viet Nam","FJ461338",2008
188,"OR393978.1|2019-08-05","3I_A.1.1","3I_A","3I","OR393978",10173,100,2019,"Sri Lanka","Sri Lanka","OR393978",2019
188,"FJ547066.1|2008","3II_A.1","3II_A","3II","FJ547066",10637,104.5610931,2008,"Viet Nam: South","Viet Nam","FJ547066",2008
195,"MW946955.1|1978","3I_B","3I_B","3I","MW946955",10173,100,1978,"Indonesia","Indonesia","MW946955",1978
197,"MW946957.1|2013","3III_B.1","3III_B","3III","MW946957",10173,100,2013,"Thailand","Thailand","MW946957",2013
198,"MW946958.1|2002","3III_B.1","3III_B","3III","MW946958",10173,100,2002,"Thailand","Thailand","MW946958",2002
199,"MW946959.1|1994","3II_B","3II_B","3II","MW946959",10173,100,1994,"Thailand","Thailand","MW946959",1994
200,"FJ547080.1|2001","3III_C.1","3III_C","3III","FJ547080",10648,104.6692225,2001,"USA: Puerto Rico","USA","FJ547080",2001
201,"MW946961.1|2012","3II_A.5","3II_A","3II","MW946961",10173,100,2012,"Thailand","Thailand","MW946961",2012
202,"FJ547082.1|2001","3III_C.1","3III_C","3III","FJ547082",10648,104.6692225,2001,"USA: Puerto Rico","USA","FJ547082",2001
204,"FJ547084.1|2002","3III_C.1","3III_C","3III","FJ547084",10648,104.6692225,2002,"USA: Puerto Rico","USA","FJ547084",2002
205,"FJ547085.1|2006","3III_C.1","3III_C","3III","FJ547085",10648,104.6692225,2006,"USA: Puerto Rico","USA","FJ547085",2006
206,"MW946966.1|2006","3II_A.3","3II_A","3II","MW946966",10173,100,2006,"Thailand","Thailand","MW946966",2006
209,"FJ562102.1|2007","3II_A.1","3II_A","3II","FJ562102",10638,104.570923,2007,"Viet Nam: South","Viet Nam","FJ562102",2007
212,"MW946972.1|2008","3II_B","3II_B","3II","MW946972",10173,100,2008,"Myanmar","Myanmar","MW946972",2008
212,"FJ639712.1|2007","3II_A.2","3II_A","3II","FJ639712",10643,104.6200727,2007,"Cambodia: KCH","Cambodia","FJ639712",2007
213,"OR394037.1|2019-12-18","3I_A.1.1","3I_A","3I","OR394037",10173,100,2019,"Sri Lanka","Sri Lanka","OR394037",2019
216,"FJ639716.1|2008","3II_A.2","3II_A","3II","FJ639716",10648,104.6692225,2008,"Cambodia: PRV","Cambodia","FJ639716",2008
217,"FJ639719.1|2000","3II_A","3II_A","3II","FJ639719",10648,104.6692225,2000,"Cambodia: PHP","Cambodia","FJ639719",2000
218,"FJ639720.1|2001","3II_A","3II_A","3II","FJ639720",10648,104.6692225,2001,"Cambodia: PHP","Cambodia","FJ639720",2001
219,"OR394054.1|2020-01-09","3I_A.1.1","3I_A","3I","OR394054",10173,100,2020,"Sri Lanka","Sri Lanka","OR394054",2020
219,"FJ639721.1|2002","3II_A","3II_A","3II","FJ639721",10648,104.6692225,2002,"Cambodia: KCH","Cambodia","FJ639721",2002
220,"MW946980.1|2001","3II_A","3II_A","3II","MW946980",10173,100,2001,"Thailand","Thailand","MW946980",2001
220,"FJ639722.1|2002","3II_A","3II_A","3II","FJ639722",10648,104.6692225,2002,"Cambodia: KCH","Cambodia","FJ639722",2002
221,"FJ639723.1|2003","3II_A","3II_A","3II","FJ639723",10648,104.6692225,2003,"Cambodia: KCH","Cambodia","FJ639723",2003
222,"FJ639724.1|2003","3II_A.2","3II_A","3II","FJ639724",10648,104.6692225,2003,"Cambodia: PHP","Cambodia","FJ639724",2003
224,"FJ639726.1|2004","3II_A.2","3II_A","3II","FJ639726",10648,104.6692225,2004,"Cambodia: PHP","Cambodia","FJ639726",2004
225,"FJ639727.1|2005","3II_A.2","3II_A","3II","FJ639727",10648,104.6692225,2005,"Cambodia: BTB","Cambodia","FJ639727",2005
226,"OR821935.1|2023-08-28","3I_A.2","3I_A","3I","OR821935",10546,103.6665684,2023,"USA: FL","USA","OR821935",2023
226,"FJ639728.1|2005","3II_A.2","3II_A","3II","FJ639728",10648,104.6692225,2005,"Cambodia: PHP","Cambodia","FJ639728",2005
226,"MW426463.1|2014-10-15","3II_B","3II_B","3II","MW426463",10702,105.2000393,2014,"China","China","MW426463",2014
231,"FJ639747.1|2000","3III_C.1","3III_C","3III","FJ639747",10648,104.6692225,2000,"Venezuela: Aragua","Venezuela","FJ639747",2000
233,"FJ639750.1|2000","3III_C.1","3III_C","3III","FJ639750",10648,104.6692225,2000,"Venezuela: Aragua","Venezuela","FJ639750",2000
233,"MW396468.1|2019-07-07","3I_A.2","3I_A","3I","MW396468",10707,105.249189,2019,"Bangladesh","Bangladesh","MW396468",2019
235,"MW308179.1|2019-04-15","3III_C.2.1","3III_C","3III","MW308179",9998,98.27976015,2019,"Mexico: Chiapas","Mexico","MW308179",2019
236,"MW308180.1|2019-05-21","3III_C.2.1","3III_C","3III","MW308180",9998,98.27976015,2019,"Mexico: Chiapas","Mexico","MW308180",2019
237,"MW308181.1|2019-08-22","3III_C.2.1","3III_C","3III","MW308181",9998,98.27976015,2019,"Mexico: Puebla","Mexico","MW308181",2019
238,"MW295815.1|2020-09-07","3I_A.1.2","3I_A","3I","MW295815",10656,104.747862,2020,"China: Guangzhou","China","MW295815",2020
240,"MW288026.1|2018-10","3III_B.2","3III_B","3III","MW288026",10525,103.4601396,2018,"Senegal","Senegal","MW288026",2018
243,"MW288031.1|2018-11","3III_B.2","3III_B","3III","MW288031",10680,104.9837806,2018,"Senegal","Senegal","MW288031",2018
245,"FJ639762.1|2001","3III_C.1","3III_C","3III","FJ639762",10651,104.6987123,2001,"Venezuela: Aragua","Venezuela","FJ639762",2001
246,"MW288037.1|2018-11","3III_B.2","3III_B","3III","MW288037",10663,104.8166716,2018,"Senegal","Senegal","MW288037",2018
250,"OR821726.1|2022-09","3III_B.3.1","3III_B","3III","OR821726",10708,105.259019,2022,"Nepal","Nepal","OR821726",2022
251,"OR574470.1|2023-09-01","3III_B.3.2","3III_B","3III","OR574470",10642,104.6102428,2023,"Italy","Italy","OR574470",2023
252,"OR575180.1|2023-09-01","3III_B.3.2","3III_B","3III","OR575180",10642,104.6102428,2023,"Italy","Italy","OR575180",2023
253,"OR578395.1|2023-08-15","3III_B.2","3III_B","3III","OR578395",10642,104.6102428,2023,"Italy","Italy","OR578395",2023
257,"FJ639776.1|2002","3III_C.1","3III_C","3III","FJ639776",10648,104.6692225,2002,"Venezuela: Aragua","Venezuela","FJ639776",2002
259,"FJ639778.1|2002","3III_C.1","3III_C","3III","FJ639778",10649,104.6790524,2002,"Venezuela: Aragua","Venezuela","FJ639778",2002
260,"OR771119.1|2023-03-19","3III_C.1","3III_C","3III","OR771119",10581,104.0106163,2023,"USA: FL","USA","OR771119",2023
262,"FJ639781.1|2003","3III_C.1","3III_C","3III","FJ639781",10648,104.6692225,2003,"Venezuela: Aragua","Venezuela","FJ639781",2003
267,"OR771127.1|2023-07-11","3III_B.3.2","3III_B","3III","OR771127",10586,104.059766,2023,"USA: FL","USA","OR771127",2023
269,"MN448949.1|2010-03-23","3II_A.5","3II_A","3II","MN448949",10663,104.8166716,2010,"Thailand","Thailand","MN448949",2010
270,"OR771130.1|2023-07-03","3III_B.3.2","3III_B","3III","OR771130",10546,103.6665684,2023,"USA: FL","USA","OR771130",2023
270,"FJ639791.1|2004","3III_C.1","3III_C","3III","FJ639791",10647,104.6593925,2004,"Venezuela: Aragua","Venezuela","FJ639791",2004
276,"OR771136.1|2023-07-27","3III_B.3.2","3III_B","3III","OR771136",10546,103.6665684,2023,"USA: FL","USA","OR771136",2023
278,"FJ639803.1|2005","3III_C.1","3III_C","3III","FJ639803",10648,104.6692225,2005,"Venezuela: Aragua","Venezuela","FJ639803",2005
279,"MN448959.1|2010-06-23","3II_A.5","3II_A","3II","MN448959",10663,104.8166716,2010,"Thailand","Thailand","MN448959",2010
282,"FJ639810.1|2005","3III_C.1","3III_C","3III","FJ639810",10648,104.6692225,2005,"Venezuela: Aragua","Venezuela","FJ639810",2005
284,"FJ639817.1|2006","3III_C.1","3III_C","3III","FJ639817",10649,104.6790524,2006,"Venezuela: Aragua","Venezuela","FJ639817",2006
285,"FJ639825.1|2006","3III_C.1","3III_C","3III","FJ639825",10648,104.6692225,2006,"Venezuela: Aragua","Venezuela","FJ639825",2006
285,"MN448965.1|2011-06-16","3II_A.5","3II_A","3II","MN448965",10663,104.8166716,2011,"Thailand","Thailand","MN448965",2011
286,"FJ639826.1|2008","3III_C.1","3III_C","3III","FJ639826",10654,104.7282021,2008,"Venezuela: Aragua","Venezuela","FJ639826",2008
287,"FJ639827.1|2008","3III_C.1","3III_C","3III","FJ639827",10635,104.5414332,2008,"Venezuela: Aragua","Venezuela","FJ639827",2008
291,"FJ373304.1|2004","3III_C.1","3III_C","3III","FJ373304",10653,104.7183722,2004,"Venezuela: District Federal Caracas","Venezuela","FJ373304",2004
293,"FJ390371.1|2003","3III_C.1","3III_C","3III","FJ390371",10648,104.6692225,2003,"USA: Puerto Rico","USA","FJ390371",2003
295,"FJ390373.1|2002","3III_C.1","3III_C","3III","FJ390373",10648,104.6692225,2002,"USA: Puerto Rico","USA","FJ390373",2002
296,"FJ390375.1|1999","3III_C.1","3III_C","3III","FJ390375",10650,104.6888823,1999,"USA: Puerto Rico","USA","FJ390375",1999
297,"MN448977.1|2010-05-18","3II_A.5","3II_A","3II","MN448977",10663,104.8166716,2010,"Thailand","Thailand","MN448977",2010
