"index","seqName","clade","major_lineage","genotype","otherName","seqLength","X.cds","year","geo_location","country","strain","date"
618,"OR235333.1|2020-01","1III_A.2","1III_A","1III","OR235333",9542,93.74201788,2020,"Reunion","Reunion","OR235333",2020
627,"OR235342.1|2020-10","1III_A.2","1III_A","1III","OR235342",9542,93.74201788,2020,"Reunion","Reunion","OR235342",2020
632,"OR235347.1|2020-02","1I_K.2","1I_K","1I","OR235347",10528,103.4286276,2020,"Reunion","Reunion","OR235347",2020
656,"OR235371.1|2020-07","1III_A.2","1III_A","1III","OR235371",9542,93.74201788,2020,"Reunion","Reunion","OR235371",2020
686,"OR235401.1|2021-06","1III_A.2","1III_A","1III","OR235401",9542,93.74201788,2021,"Reunion","Reunion","OR235401",2021
693,"OR235408.1|2021-01","1I_K.2","1I_K","1I","OR235408",10528,103.4286276,2021,"Reunion","Reunion","OR235408",2021
763,"OR235479.1|2022-05","1I_K.2","1I_K","1I","OR235479",10569,103.8314176,2022,"Reunion","Reunion","OR235479",2022
767,"OR235483.1|2022-03","1I_K.2","1I_K","1I","OR235483",10569,103.8314176,2022,"Reunion","Reunion","OR235483",2022
787,"OR235503.1|2022-05","1I_K.2","1I_K","1I","OR235503",10569,103.8314176,2022,"Reunion","Reunion","OR235503",2022
816,"OR235532.1|2022-04","1III_A.2","1III_A","1III","OR235532",10548,103.6251105,2022,"Reunion","Reunion","OR235532",2022
853,"OR235569.1|2021-07","1I_K.2","1I_K","1I","OR235569",10569,103.8314176,2021,"Reunion","Reunion","OR235569",2021
900,"OR235616.1|2020-11","1I_K.2","1I_K","1I","OR235616",10569,103.8314176,2020,"Reunion","Reunion","OR235616",2020
929,"OR235645.1|2021-06","1III_A.2","1III_A","1III","OR235645",10549,103.6349347,2021,"Reunion","Reunion","OR235645",2021
957,"OR235673.1|2021-09","1I_K.2","1I_K","1I","OR235673",9542,93.74201788,2021,"Reunion","Reunion","OR235673",2021
993,"OR235709.1|2021-04","1III_A.2","1III_A","1III","OR235709",10549,103.6349347,2021,"Reunion","Reunion","OR235709",2021
994,"OR235710.1|2013-03","1I_K","1I_K","1I","OR235710",10569,103.8314176,2013,"Reunion","Reunion","OR235710",2013
995,"OR235711.1|2012-02","1I_H.1","1I_H","1I","OR235711",10569,103.8314176,2012,"Reunion","Reunion","OR235711",2012
996,"OR235712.1|2017-02","1I_K","1I_K","1I","OR235712",9542,93.74201788,2017,"Reunion","Reunion","OR235712",2017
997,"OR235713.1|2017-02","1I_K","1I_K","1I","OR235713",9542,93.74201788,2017,"Reunion","Reunion","OR235713",2017
998,"OR235714.1|2017-01","1I_K","1I_K","1I","OR235714",9542,93.74201788,2017,"Reunion","Reunion","OR235714",2017
1011,"OR235727.1|2012-06","1I_K","1I_K","1I","OR235727",10569,103.8314176,2012,"Reunion","Reunion","OR235727",2012
1019,"OR235735.1|2019-08","1III_A.2","1III_A","1III","OR235735",9542,93.74201788,2019,"Mayotte","Mayotte","OR235735",2019
1037,"OR235753.1|2019-07","1III_A.2","1III_A","1III","OR235753",9542,93.74201788,2019,"Mayotte","Mayotte","OR235753",2019
1038,"OR235754.1|2019-07","1III_A.2","1III_A","1III","OR235754",9542,93.74201788,2019,"Mayotte","Mayotte","OR235754",2019
1043,"PP470671.1|2021-05-29","1I_K.1.1","1I_K","1I","PP470671",10524,103.389331,2021,"Cambodia","Cambodia","PP470671",2021
1044,"PP470672.1|2021-05-29","1I_K.1.1","1I_K","1I","PP470672",10530,103.4482759,2021,"Cambodia","Cambodia","PP470672",2021
1045,"PP470673.1|2021-05-30","1I_K.1.1","1I_K","1I","PP470673",10604,104.1752628,2021,"Cambodia","Cambodia","PP470673",2021
1046,"OR618318.1|2015-08-14","1I_H.1","1I_H","1I","OR618318",10700,105.118381,2015,"Taiwan","Taiwan","OR618318",2015
1047,"PP269455.1|2010-11-17","1I_E","1I_E","1I","PP269455",10212,100.3241969,2010,"Viet Nam","Viet Nam","PP269455",2010
1052,"PP269460.1|2011-07-27","1I_E","1I_E","1I","PP269460",10477,102.927596,2011,"Viet Nam","Viet Nam","PP269460",2011
1053,"PP269461.1|2011-08-16","1I_G","1I_G","1I","PP269461",10477,102.927596,2011,"Viet Nam","Viet Nam","PP269461",2011
1056,"PP269464.1|2011-12-07","1I_G","1I_G","1I","PP269464",10575,103.8903625,2011,"Viet Nam","Viet Nam","PP269464",2011
1094,"PP269502.1|2011-03-14","1I_E","1I_E","1I","PP269502",10576,103.9001867,2011,"Viet Nam","Viet Nam","PP269502",2011
1098,"PP269506.1|2010-12-02","1I_E","1I_E","1I","PP269506",10182,100.0294724,2010,"Viet Nam","Viet Nam","PP269506",2010
1113,"PP269521.1|2011-11-25","1I_E","1I_E","1I","PP269521",10601,104.1457904,2011,"Viet Nam","Viet Nam","PP269521",2011
1133,"PP269541.1|2012-04-03","1I_E","1I_E","1I","PP269541",10548,103.6251105,2012,"Viet Nam","Viet Nam","PP269541",2012
1136,"PP269544.1|2012-07-06","1I_E.1","1I_E","1I","PP269544",10577,103.9100108,2012,"Viet Nam","Viet Nam","PP269544",2012
1150,"PP269558.1|2013-10-21","1I_E","1I_E","1I","PP269558",10617,104.3029767,2013,"Viet Nam","Viet Nam","PP269558",2013
1154,"PP269562.1|2012-01-31","1I_G","1I_G","1I","PP269562",10619,104.322625,2012,"Viet Nam","Viet Nam","PP269562",2012
1188,"PP269596.1|2012-10-29","1I_E.4","1I_E","1I","PP269596",10565,103.792121,2012,"Viet Nam","Viet Nam","PP269596",2012
1195,"PP269603.1|2013-10-07","1I_E.1","1I_E","1I","PP269603",10610,104.2342077,2013,"Viet Nam","Viet Nam","PP269603",2013
1219,"PP269627.1|2014-07-08","1I_E.1","1I_E","1I","PP269627",10616,104.2931526,2014,"Viet Nam","Viet Nam","PP269627",2014
1234,"PP269642.1|2013-10-21","1I_E","1I_E","1I","PP269642",10607,104.2047352,2013,"Viet Nam","Viet Nam","PP269642",2013
1242,"PP269650.1|2014-09-19","1I_E.1","1I_E","1I","PP269650",10565,103.792121,2014,"Viet Nam","Viet Nam","PP269650",2014
1254,"PP269662.1|2015-01-07","1I_E.3","1I_E","1I","PP269662",10617,104.3029767,2015,"Viet Nam","Viet Nam","PP269662",2015
1259,"PP269667.1|2014-10-01","1I_E.1","1I_E","1I","PP269667",10617,104.3029767,2014,"Viet Nam","Viet Nam","PP269667",2014
1293,"PP269701.1|2020-06-23","1I_E.1","1I_E","1I","PP269701",10586,103.9984281,2020,"Viet Nam","Viet Nam","PP269701",2020
1294,"PP269702.1|2020-09-09","1I_E.1","1I_E","1I","PP269702",10616,104.2931526,2020,"Viet Nam","Viet Nam","PP269702",2020
1300,"PP269708.1|2022-08-19","1I_E.1","1I_E","1I","PP269708",10616,104.2931526,2022,"Viet Nam","Viet Nam","PP269708",2022
1302,"PP269710.1|2022-06-07","1I_E.1","1I_E","1I","PP269710",10617,104.3029767,2022,"Viet Nam","Viet Nam","PP269710",2022
1303,"PP269711.1|2022-11-14","1I_E.1","1I_E","1I","PP269711",10615,104.2833284,2022,"Viet Nam","Viet Nam","PP269711",2022
1311,"PP269719.1|2015-07-21","1I_E.1","1I_E","1I","PP269719",10594,104.0770213,2015,"Viet Nam","Viet Nam","PP269719",2015
1329,"PP269737.1|2015-12-31","1I_E.1","1I_E","1I","PP269737",10609,104.2243835,2015,"Viet Nam","Viet Nam","PP269737",2015
1340,"PP269748.1|2016-12-05","1I_E.4","1I_E","1I","PP269748",10532,103.4679242,2016,"Viet Nam","Viet Nam","PP269748",2016
1341,"PP269749.1|2016-12-13","1I_E.1","1I_E","1I","PP269749",10575,103.8903625,2016,"Viet Nam","Viet Nam","PP269749",2016
1342,"PP269750.1|2016-12-14","1I_E.1","1I_E","1I","PP269750",10477,102.927596,2016,"Viet Nam","Viet Nam","PP269750",2016
1414,"PP234941.1|2018-07-01","1IV_B.2","1IV_B","1IV","PP234941",10678,104.9022497,2018,"Philippines","Philippines","PP234941",2018
1416,"PP234946.1|2019-07-01","1V_B","1V_B","1V","PP234946",10678,104.9022497,2019,"Brazil","Brazil","PP234946",2019
1418,"PP234949.1|2019-07-01","1III_A.4","1III_A","1III","PP234949",10284,101.0315355,2019,"Sri Lanka","Sri Lanka","PP234949",2019
1419,"PP234951.1|2018-07-01","1IV_B.1","1IV_B","1IV","PP234951",10684,104.9611946,2018,"Philippines","Philippines","PP234951",2018
1420,"PP234952.1|2019-07-01","1IV_B.1","1IV_B","1IV","PP234952",10660,104.7254151,2019,"Philippines","Philippines","PP234952",2019
1425,"PP234957.1|2019-07-01","1I_K.1.1","1I_K","1I","PP234957",10679,104.9120739,2019,"Thailand","Thailand","PP234957",2019
1426,"PP234958.1|2019-07-01","1I_K.1.1","1I_K","1I","PP234958",10684,104.9611946,2019,"Cambodia","Cambodia","PP234958",2019
1427,"PP234959.1|2018-07-01","1I_K.2","1I_K","1I","PP234959",10684,104.9611946,2018,"Philippines","Philippines","PP234959",2018
1428,"PP234960.1|2018-07-01","1I_K.2","1I_K","1I","PP234960",10684,104.9611946,2018,"Maldives","Maldives","PP234960",2018
1429,"PP234961.1|2019-07-01","1I_K.3","1I_K","1I","PP234961",10684,104.9611946,2019,"India","India","PP234961",2019
1430,"PP234962.1|2018-07-01","1V_D.1.1","1V_D","1V","PP234962",10678,104.9022497,2018,"Colombia","Colombia","PP234962",2018
1431,"PP234963.1|2019-07-01","1III_A","1III_A","1III","PP234963",10659,104.7155909,2019,"Ghana","Ghana","PP234963",2019
1432,"PP234964.1|2019-07-01","1III_A.2","1III_A","1III","PP234964",10502,103.1731997,2019,"Brazil","Brazil","PP234964",2019
1433,"PP234967.1|2018-07-01","1V_E.2","1V_E","1V","PP234967",9668,94.9798605,2018,"Saint Martin","Saint Martin","PP234967",2018
1434,"PP213459.1|2009-06-23","1V_A","1V_A","1V","PP213459",10529,103.4384517,2009,"French Guiana","French Guiana","PP213459",2009
1435,"PP204092.1|2023-06-01","1IV_B.1","1IV_B","1IV","PP204092",10665,104.7745358,2023,"Philippines","Philippines","PP204092",2023
1436,"PP204094.1|2023-08-01","1I_K.3","1I_K","1I","PP204094",10666,104.78436,2023,"Indonesia: Bali","Indonesia","PP204094",2023
1437,"PP204095.1|2023-12-06","1I_E.1","1I_E","1I","PP204095",10671,104.8334807,2023,"Viet Nam","Viet Nam","PP204095",2023
1438,"PP087791.1|2023-06","1I_K.1.1","1I_K","1I","PP087791",10689,105.0103154,2023,"Taiwan: Tainan","Taiwan","PP087791",2023
1439,"PP087792.1|2023-06","1IV_B","1IV_B","1IV","PP087792",10689,105.0103154,2023,"Taiwan: Yunlin","Taiwan","PP087792",2023
1443,"OR545521.1|2015-03","1V_A","1V_A","1V","OR545521",10113,99.35160625,2015,"Brazil","Brazil","OR545521",2015
1447,"OR545525.1|2015-05","1V_A","1V_A","1V","OR545525",10113,99.35160625,2015,"Brazil","Brazil","OR545525",2015
1453,"OR545531.1|2015-03","1V_A","1V_A","1V","OR545531",10113,99.35160625,2015,"Brazil","Brazil","OR545531",2015
1460,"OR936756.1|2023-09-21","1III_A.1","1III_A","1III","OR936756",10702,105.1380293,2023,"Pakistan","Pakistan","OR936756",2023
1466,"OR936762.1|2023-09-12","1III_A.1","1III_A","1III","OR936762",10723,105.3443364,2023,"Pakistan","Pakistan","OR936762",2023
1468,"OR936764.1|2023-09-12","1III_A.1","1III_A","1III","OR936764",10707,105.18715,2023,"Pakistan","Pakistan","OR936764",2023
1476,"OR393875.1|2017-10-11","1III_A.4","1III_A","1III","OR393875",10179,100,2017,"Sri Lanka","Sri Lanka","OR393875",2017
1478,"OR393879.1|2017-12-18","1III_A.4","1III_A","1III","OR393879",10179,100,2017,"Sri Lanka","Sri Lanka","OR393879",2017
1479,"OR393880.1|2017-12-21","1III_A.4","1III_A","1III","OR393880",10179,100,2017,"Sri Lanka","Sri Lanka","OR393880",2017
1485,"OR393949.1|2018-12-26","1III_A.4","1III_A","1III","OR393949",10179,100,2018,"Sri Lanka","Sri Lanka","OR393949",2018
1493,"OR393993.1|2019-10-02","1III_A.4","1III_A","1III","OR393993",10179,100,2019,"Sri Lanka","Sri Lanka","OR393993",2019
1496,"OR394010.1|2019-10-21","1III_A.4","1III_A","1III","OR394010",10179,100,2019,"Sri Lanka","Sri Lanka","OR394010",2019
0,"OR394051.1|2020-01-06","1III_A.4","1III_A","1III","OR394051",10179,100,2020,"Sri Lanka","Sri Lanka","OR394051",2020
1,"OR259173.1|2021-06","1III_A.2","1III_A","1III","OR259173",10609,104.2243835,2021,"Nigeria: Oyo","Nigeria","OR259173",2021
2,"OR259174.1|2021-07","1III_A.2","1III_A","1III","OR259174",10641,104.5387563,2021,"Nigeria: Oyo","Nigeria","OR259174",2021
3,"OR259175.1|2021-09","1III_A.2","1III_A","1III","OR259175",10595,104.0868455,2021,"Nigeria: Oyo","Nigeria","OR259175",2021
4,"OR821721.1|2022-09","1III_A.3","1III_A","1III","OR821721",10638,104.5092838,2022,"Nepal","Nepal","OR821721",2022
5,"OR821722.1|2022-09","1III_A.3","1III_A","1III","OR821722",10638,104.5092838,2022,"Nepal","Nepal","OR821722",2022
6,"OR821723.1|2022-09","1III_A.3","1III_A","1III","OR821723",10638,104.5092838,2022,"Nepal","Nepal","OR821723",2022
7,"OR804008.1|2023-04","1I_K.3","1I_K","1I","OR804008",10718,105.2952156,2023,"Indonesia: (Bali)","Indonesia","OR804008",2023
8,"OR575179.2|2023-09-08","1V_E.1","1V_E","1V","OR575179",10446,102.6230475,2023,"Italy","Italy","OR575179",2023
9,"OR581581.1|2023-09-08","1V_E.1","1V_E","1V","OR581581",10473,102.8882994,2023,"Italy","Italy","OR581581",2023
11,"OR771122.1|2023-05-17","1V_E.1","1V_E","1V","OR771122",10598,104.1163179,2023,"USA: FL","USA","OR771122",2023
12,"OR771159.1|2023-08-23","1V_B","1V_B","1V","OR771159",10608,104.2145594,2023,"USA: FL","USA","OR771159",2023
13,"OR771173.1|2023-09-13","1V_B","1V_B","1V","OR771173",10575,103.8903625,2023,"USA: FL","USA","OR771173",2023
15,"OR765988.1|2020","1III_A.2","1III_A","1III","OR765988",10165,99.86246193,2020,"Kenya: Ukunda","Kenya","OR765988",2020
16,"OR765989.1|2020","1III_A.2","1III_A","1III","OR765989",10165,99.86246193,2020,"Kenya: Ukunda","Kenya","OR765989",2020
17,"OR765990.1|2020","1III_A.2","1III_A","1III","OR765990",10165,99.86246193,2020,"Kenya: Ukunda","Kenya","OR765990",2020
20,"OR518218.1|2021-11-22","1V_F","1V_F","1V","OR518218",10552,103.6644071,2021,"Brazil: Tocantins state (Palmas)","Brazil","OR518218",2021
27,"OR518225.1|2021-11-23","1V_F","1V_F","1V","OR518225",10578,103.919835,2021,"Brazil: Tocantins state (Duere)","Brazil","OR518225",2021
31,"OR518229.1|2021-11-26","1V_E.1","1V_E","1V","OR518229",10555,103.6938796,2021,"Brazil: Tocantins state (Palmas)","Brazil","OR518229",2021
51,"OR518249.1|2021-12-06","1V_E.1","1V_E","1V","OR518249",10576,103.9001867,2021,"Brazil: Tocantins state(Porto Nacional)","Brazil","OR518249",2021
54,"OR518252.1|2021-12-06","1V_D.1","1V_D","1V","OR518252",10586,103.9984281,2021,"Brazil: Tocantins state(Porto Nacional)","Brazil","OR518252",2021
60,"OR518258.1|2022-01-23","1V_F","1V_F","1V","OR518258",10319,101.3753807,2022,"Brazil: Tocantins state(Palmas)","Brazil","OR518258",2022
75,"OR654269.1|2023-04-11","1V_E.1","1V_E","1V","OR654269",10575,103.8903625,2023,"USA: FL","USA","OR654269",2023
76,"OR654271.1|2023-05-19","1V_E.1","1V_E","1V","OR654271",10564,103.7822969,2023,"USA: FL","USA","OR654271",2023
77,"OR654272.1|2023-05-20","1V_D.2","1V_D","1V","OR654272",10532,103.4679242,2023,"USA: FL","USA","OR654272",2023
78,"OR654273.1|2023-05-25","1V_D.1.1","1V_D","1V","OR654273",10575,103.8903625,2023,"USA: FL","USA","OR654273",2023
80,"OR654282.1|2023-07-01","1V_D.1.2","1V_D","1V","OR654282",10575,103.8903625,2023,"USA: FL","USA","OR654282",2023
81,"OR229954.1|2020-07","1V_E.2","1V_E","1V","OR229954",10665,104.7745358,2020,"Guadeloupe","Guadeloupe","OR229954",2020
82,"OR229955.1|2020-11","1V_E.2","1V_E","1V","OR229955",10665,104.7745358,2020,"Guadeloupe","Guadeloupe","OR229955",2020
83,"OR229956.1|2020-11","1V_E.2","1V_E","1V","OR229956",10665,104.7745358,2020,"Guadeloupe","Guadeloupe","OR229956",2020
84,"OR229957.1|2020-10","1V_D.1.1","1V_D","1V","OR229957",10665,104.7745358,2020,"Guadeloupe","Guadeloupe","OR229957",2020
118,"OR258436.1|2022-03-29","1V_D.1.1","1V_D","1V","OR258436",10158,99.7936929,2022,"Brazil: Campo Grande, Mato Grosso do Sul","Brazil","OR258436",2022
144,"OR258462.1|2022-04-05","1V_A","1V_A","1V","OR258462",10021,98.44778465,2022,"Brazil: Terenos, Mato Grosso do Sul","Brazil","OR258462",2022
148,"OR258466.1|2022-04-07","1V_D.1.1","1V_D","1V","OR258466",10108,99.30248551,2022,"Brazil: Ribas do Rio Pardo, Mato Grosso do Sul","Brazil","OR258466",2022
181,"OR258499.1|2022-04-15","1V_E.1","1V_E","1V","OR258499",10052,98.75233324,2022,"Brazil: Chapadao do Sul, Mato Grosso do Sul","Brazil","OR258499",2022
205,"OR258523.1|2022-04-12","1V_F","1V_F","1V","OR258523",10158,99.7936929,2022,"Brazil: Campo Grande, Mato Grosso do Sul","Brazil","OR258523",2022
213,"OR258531.1|2022-04-19","1V_D.1.1","1V_D","1V","OR258531",10143,99.64633068,2022,"Brazil: Jardim, Mato Grosso do Sul","Brazil","OR258531",2022
257,"OR512925.1|2023-08","1V_D.1.1","1V_D","1V","OR512925",10515,103.3009136,2023,"Italy","Italy","OR512925",2023
259,"OR512927.1|2023-08","1V_D.1.1","1V_D","1V","OR512927",10672,104.8433048,2023,"Italy","Italy","OR512927",2023
261,"OR512929.1|2023-08","1V_D.1.1","1V_D","1V","OR512929",10672,104.8433048,2023,"Italy","Italy","OR512929",2023
271,"OQ078879.1|2019-04-10","1V","1V","1V","OQ078879",9950,97.75027016,2019,"Brazil: Bahia","Brazil","OQ078879",2019
272,"OQ078880.1|2019-04-09","1V_F","1V_F","1V","OQ078880",10028,98.51655369,2019,"Brazil: Bahia","Brazil","OQ078880",2019
275,"OQ078883.1|2019-03-21","1V_F","1V_F","1V","OQ078883",10000,98.24147755,2019,"Brazil: Bahia","Brazil","OQ078883",2019
278,"OQ078886.1|2019-05-30","1V","1V","1V","OQ078886",9970,97.94675312,2019,"Brazil: Bahia","Brazil","OQ078886",2019
280,"OQ567774.1|2014-02-27","1V_A","1V_A","1V","OQ567774",9852,96.78750368,2014,"Paraguay: Salto Del Guaira","Paraguay","OQ567774",2014
281,"OQ567776.1|2015-03-20","1V_A","1V_A","1V","OQ567776",10049,98.72286079,2015,"Paraguay: Santa Rosa Del Aguaray","Paraguay","OQ567776",2015
283,"OQ567778.1|2015-05-13","1V_E.4","1V_E","1V","OQ567778",9855,96.81697613,2015,"Paraguay: Carapegua","Paraguay","OQ567778",2015
284,"OQ567779.1|2015-06-02","1V_A","1V_A","1V","OQ567779",9857,96.83662442,2015,"Paraguay: Caazapa","Paraguay","OQ567779",2015
285,"OQ567780.1|2015-12-15","1V_A","1V_A","1V","OQ567780",10007,98.31024659,2015,"Paraguay: Ciudad del Este","Paraguay","OQ567780",2015
286,"OQ567781.1|2015-12-18","1V_E.4","1V_E","1V","OQ567781",10071,98.93899204,2015,"Paraguay: Asuncion","Paraguay","OQ567781",2015
290,"OQ567785.1|2015-12-24","1V_E.4","1V_E","1V","OQ567785",9846,96.7285588,2015,"Paraguay: San Juan Nepomuceno","Paraguay","OQ567785",2015
292,"OQ567787.1|2016-02-04","1V_E.4","1V_E","1V","OQ567787",9827,96.54189999,2016,"Paraguay: Pilar","Paraguay","OQ567787",2016
293,"OQ567788.1|2016-04-02","1V_A","1V_A","1V","OQ567788",9836,96.63031732,2016,"Paraguay: Pilar","Paraguay","OQ567788",2016
297,"OQ567792.1|2016-09-02","1V_E.4","1V_E","1V","OQ567792",9982,98.06464289,2016,"Paraguay: Carapegua","Paraguay","OQ567792",2016
299,"OQ567794.1|2016-10-02","1V_E.4","1V_E","1V","OQ567794",9814,96.41418607,2016,"Paraguay: Coronel Oviedo","Paraguay","OQ567794",2016
301,"OQ567796.1|2017-01-03","1V_A","1V_A","1V","OQ567796",9986,98.10393948,2017,"Paraguay: Mariscal Estigarribia","Paraguay","OQ567796",2017
302,"OQ567797.1|2017-03-29","1V_E.4","1V_E","1V","OQ567797",9867,96.9348659,2017,"Paraguay: Asuncion","Paraguay","OQ567797",2017
303,"OQ567798.1|2017-04-26","1V_E.4","1V_E","1V","OQ567798",9838,96.64996562,2017,"Paraguay: Paraguari","Paraguay","OQ567798",2017
304,"OQ567799.1|2017-04-25","1V_A","1V_A","1V","OQ567799",10013,98.36919147,2017,"Paraguay: Tte. Irala Fernandez","Paraguay","OQ567799",2017
305,"OQ567800.1|2017-03-27","1V_A","1V_A","1V","OQ567800",10013,98.36919147,2017,"Paraguay: Filadeflia","Paraguay","OQ567800",2017
306,"OQ567801.1|2017-04-29","1V_E.4","1V_E","1V","OQ567801",9854,96.80715198,2017,"Paraguay: San Lorenzo","Paraguay","OQ567801",2017
310,"OQ567805.1|2022-03-25","1V_D.1.1","1V_D","1V","OQ567805",10158,99.7936929,2022,"Paraguay: Guarambare","Paraguay","OQ567805",2022
315,"OQ567810.1|2022-04-22","1V_E.1","1V_E","1V","OQ567810",10183,100.0392966,2022,"Paraguay: Capitan Bado","Paraguay","OQ567810",2022
317,"OQ567812.1|2022-04-20","1V_E.1","1V_E","1V","OQ567812",10110,99.3221338,2022,"Paraguay: Capitan Bado","Paraguay","OQ567812",2022
319,"OQ567814.1|2022-05-04","1V_E.1","1V_E","1V","OQ567814",10117,99.39090284,2022,"Paraguay: Encarnacion","Paraguay","OQ567814",2022
320,"OQ567815.1|2022-05-10","1V_D.1.1","1V_D","1V","OQ567815",10123,99.44984773,2022,"Paraguay: Villa Ygatimi","Paraguay","OQ567815",2022
323,"OQ567818.1|2022-06-02","1V_D.1.1","1V_D","1V","OQ567818",10153,99.74457216,2022,"Paraguay: Salto del Guaira","Paraguay","OQ567818",2022
326,"OR389006.1|1988","1V","1V","1V","OR389006",10575,103.8903625,1988,"Angola","Angola","OR389006",1988
327,"OR389007.1|2000","1V_H","1V_H","1V","OR389007",10581,103.9493074,2000,"Brazil","Brazil","OR389007",2000
328,"OR389008.1|2003","1I_K.7","1I_K","1I","OR389008",10575,103.8903625,2003,"Cambodia","Cambodia","OR389008",2003
329,"OR389009.1|2004","1V_G","1V_G","1V","OR389009",10597,104.1064938,2004,"Colombia","Colombia","OR389009",2004
330,"OR389010.1|2016","1V_B","1V_B","1V","OR389010",10581,103.9493074,2016,"Mexico","Mexico","OR389010",2016
331,"OR389011.1|2005","1I_J","1I_J","1I","OR389011",10575,103.8903625,2005,"Myanmar","Myanmar","OR389011",2005
332,"OR389012.1|2000","1V","1V","1V","OR389012",10580,103.9394832,2000,"Peru","Peru","OR389012",2000
333,"OR389013.1|1988","1IV_B","1IV_B","1IV","OR389013",10575,103.8903625,1988,"Philippines","Philippines","OR389013",1988
334,"OR389014.1|2006","1V_E","1V_E","1V","OR389014",10582,103.9591315,2006,"Puerto Rico","USA","OR389014",2006
335,"OR389015.1|2004","1III_A","1III_A","1III","OR389015",10592,104.057373,2004,"Sri Lanka","Sri Lanka","OR389015",2004
337,"OR389270.1|1988","1V","1V","1V","OR389270",10582,103.9591315,1988,"Angola","Angola","OR389270",1988
338,"OR389271.1|1983","1IV","1IV","1IV","OR389271",10575,103.8903625,1983,"Australia","Australia","OR389271",1983
339,"OR389272.1|1977","1V","1V","1V","OR389272",10601,104.1457904,1977,"Bahamas","Bahamas","OR389272",1977
340,"OR389273.1|1986","1V","1V","1V","OR389273",10592,104.057373,1986,"Brazil","Brazil","OR389273",1986
341,"OR389274.1|1986","1V","1V","1V","OR389274",10600,104.1359662,1986,"Brazil","Brazil","OR389274",1986
342,"OR389275.1|1988","1V","1V","1V","OR389275",10601,104.1457904,1988,"Colombia","Colombia","OR389275",1988
343,"OR389276.1|1990","1V","1V","1V","OR389276",10601,104.1457904,1990,"Colombia","Colombia","OR389276",1990
344,"OR389277.1|1988","1V","1V","1V","OR389277",10600,104.1359662,1988,"Ecuador","Ecuador","OR389277",1988
345,"OR389278.1|1988","1V","1V","1V","OR389278",10600,104.1359662,1988,"French Polynesia","French Polynesia","OR389278",1988
346,"OR389279.1|1988","1V","1V","1V","OR389279",10601,104.1457904,1988,"French Polynesia","French Polynesia","OR389279",1988
347,"OR389280.1|1989","1V","1V","1V","OR389280",10596,104.0966696,1989,"Guatemala","Guatemala","OR389280",1989
348,"OR389281.1|1944","unassigned","unassigned","unassigned","OR389281",10575,103.8903625,1944,"USA: Hawaii","USA","OR389281",1944
349,"OR389283.1|1963","1V","1V","1V","OR389283",10595,104.0868455,1963,"India","India","OR389283",1963
350,"OR389284.1|1970","1VII","1VII","1VII","OR389284",10579,103.9296591,1970,"India","India","OR389284",1970
