"index","seqName","clade","major_lineage","genotype","otherName","seqLength","X.cds","Year","geo_location","country","strain","date"
651,"OR236051.1|2018-05","2II_A.1.1.1","2II_A","2II","OR236051",10505,103.2330975,2018,"Reunion","Reunion","OR236051",2018
686,"OR236086.1|2012-01","2II_D.3","2II_D","2II","OR236086",10506,103.2429245,2012,"Reunion","Reunion","OR236086",2012
690,"OR236090.1|2017-11","2II_A.1.1.1","2II_A","2II","OR236090",10506,103.2429245,2017,"Reunion","Reunion","OR236090",2017
692,"OR236092.1|2017-06","2II_A.1.1.1","2II_A","2II","OR236092",10506,103.2429245,2017,"Reunion","Reunion","OR236092",2017
693,"OR236093.1|2017-06","2II_F.1.1","2II_F","2II","OR236093",10507,103.2527516,2017,"Reunion","Reunion","OR236093",2017
707,"OR236107.1|2013-11","2II_D.1.2","2II_D","2II","OR236107",10506,103.2429245,2013,"Reunion","Reunion","OR236107",2013
708,"OR236108.1|2012-10","2II_A","2II_A","2II","OR236108",10506,103.2429245,2012,"Reunion","Reunion","OR236108",2012
709,"OR236109.1|2012-10","2III_C.1","2III_C","2III","OR236109",10507,103.2527516,2012,"Reunion","Reunion","OR236109",2012
713,"OR236113.1|2016-11","2II_A.1.1.2","2II_A","2II","OR236113",10506,103.2429245,2016,"Reunion","Reunion","OR236113",2016
714,"OR236114.1|2014-03","2II_D.1.2","2II_D","2II","OR236114",10506,103.2429245,2014,"Reunion","Reunion","OR236114",2014
715,"OR236115.1|2014-12","2II_D.1.2","2II_D","2II","OR236115",10506,103.2429245,2014,"Reunion","Reunion","OR236115",2014
716,"OR236116.1|2014-05","2II_D.1.2","2II_D","2II","OR236116",10506,103.2429245,2014,"Reunion","Reunion","OR236116",2014
739,"PP439579.1|2021-07-07","2II_F.1.1.4","2II_F","2II","PP439579",10569,103.8620283,2021,"Cambodia","Cambodia","PP439579",2021
740,"PP439580.1|2021-10-12","2II_F.1.1.4","2II_F","2II","PP439580",10694,105.0904088,2021,"Cambodia","Cambodia","PP439580",2021
749,"PP411255.1|2022-06-29","2V_A.1.2","2V_A","2V","PP411255",10573,103.9013365,2022,"Cambodia","Cambodia","PP411255",2022
760,"PP406454.1|2022-05-30","2II_F.1.1.4","2II_F","2II","PP406454",10569,103.8620283,2022,"Cambodia","Cambodia","PP406454",2022
762,"PP411227.1|2022-06-01","2II_F.1.1","2II_F","2II","PP411227",10549,103.6654874,2022,"Cambodia","Cambodia","PP411227",2022
763,"PP411228.1|2022-06-01","2II_F.1.1.4","2II_F","2II","PP411228",10569,103.8620283,2022,"Cambodia","Cambodia","PP411228",2022
771,"PP396279.1|2021-12-16","2II_F.1.1.4","2II_F","2II","PP396279",10709,105.2378145,2021,"Cambodia","Cambodia","PP396279",2021
796,"PP326757.1|2023-05-20","2II_F.1.1.5","2II_F","2II","PP326757",10667,104.8250786,2023,"France","France","PP326757",2023
817,"PP326779.1|2023-07-03","2II_F.1.1.5","2II_F","2II","PP326779",10667,104.8250786,2023,"France","France","PP326779",2023
840,"PP326802.1|2023-09-06","2II_F.1.1.5","2II_F","2II","PP326802",10667,104.8250786,2023,"France","France","PP326802",2023
871,"PP326833.1|2024-01-03","2II_F.1.1.5","2II_F","2II","PP326833",10664,104.7955975,2024,"France","France","PP326833",2024
876,"PP335481.1|2019-11-20","2II_A.1.1.1","2II_A","2II","PP335481",10176,100,2019,"France","France","PP335481",2019
877,"PP335482.1|2020-02-20","2II_A.1.1.1","2II_A","2II","PP335482",10128,99.52830189,2020,"France","France","PP335482",2020
880,"OR618319.1|2016-07-16","2II_D.3","2II_D","2II","OR618319",10638,104.5400943,2016,"Taiwan","Taiwan","OR618319",2016
881,"OR618320.1|2016-07-17","2II_D.3","2II_D","2II","OR618320",10638,104.5400943,2016,"Taiwan","Taiwan","OR618320",2016
882,"OR618321.1|2016-07-20","2II_D.3","2II_D","2II","OR618321",10638,104.5400943,2016,"Taiwan","Taiwan","OR618321",2016
884,"PP309840.1|2023-08-20","2II_F.1.1","2II_F","2II","PP309840",7472,73.42767296,2023,"Bangladesh","Bangladesh","PP309840",2023
892,"PP309848.1|2023-09-22","2II_F.1.1","2II_F","2II","PP309848",7472,73.42767296,2023,"Bangladesh","Bangladesh","PP309848",2023
894,"PP309850.1|2023-11-16","2II_F.1.1","2II_F","2II","PP309850",7472,73.42767296,2023,"Bangladesh","Bangladesh","PP309850",2023
896,"PP269822.1|2011-08-24","2V_A","2V_A","2V","PP269822",10563,103.803066,2011,"Viet Nam","Viet Nam","PP269822",2011
897,"PP269823.1|2012-05-16","2V_A","2V_A","2V","PP269823",10563,103.803066,2012,"Viet Nam","Viet Nam","PP269823",2012
899,"PP269825.1|2013-02-21","2V_A","2V_A","2V","PP269825",9895,97.23860063,2013,"Viet Nam","Viet Nam","PP269825",2013
902,"PP269828.1|2013-07-31","2V_A.1","2V_A","2V","PP269828",10607,104.235456,2013,"Viet Nam","Viet Nam","PP269828",2013
908,"PP269834.1|2013-01-09","2V_A","2V_A","2V","PP269834",9527,93.62224843,2013,"Viet Nam","Viet Nam","PP269834",2013
916,"PP269842.1|2012-06-07","2V_A","2V_A","2V","PP269842",10606,104.2256289,2012,"Viet Nam","Viet Nam","PP269842",2012
920,"PP269846.1|2011-10-31","2V_A","2V_A","2V","PP269846",10585,104.019261,2011,"Viet Nam","Viet Nam","PP269846",2011
921,"PP269847.1|2011-11-08","2V_A","2V_A","2V","PP269847",10585,104.019261,2011,"Viet Nam","Viet Nam","PP269847",2011
929,"PP269855.1|2014-10-29","2II_A.1.1.1","2II_A","2II","PP269855",10563,103.803066,2014,"Viet Nam","Viet Nam","PP269855",2014
932,"PP269858.1|2014-11-07","2II_A.1.1.1","2II_A","2II","PP269858",10512,103.3018868,2014,"Viet Nam","Viet Nam","PP269858",2014
933,"PP269859.1|2014-11-30","2II_A.1.1.1","2II_A","2II","PP269859",10556,103.7342767,2014,"Viet Nam","Viet Nam","PP269859",2014
937,"PP269863.1|2014-09-22","2V_A.1.1","2V_A","2V","PP269863",10597,104.1371855,2014,"Viet Nam","Viet Nam","PP269863",2014
938,"PP269864.1|2014-10-09","2V_A.1.1","2V_A","2V","PP269864",10611,104.2747642,2014,"Viet Nam","Viet Nam","PP269864",2014
939,"PP269865.1|2014-11-26","2V_A.1.1","2V_A","2V","PP269865",10609,104.2551101,2014,"Viet Nam","Viet Nam","PP269865",2014
943,"PP269869.1|2012-09-13","2V_A","2V_A","2V","PP269869",10553,103.7047956,2012,"Viet Nam","Viet Nam","PP269869",2012
958,"PP269884.1|2019-08-19","2II_F.2.1","2II_F","2II","PP269884",10604,104.2059748,2019,"Viet Nam","Viet Nam","PP269884",2019
962,"PP269888.1|2019-10-21","2V_A.1.1","2V_A","2V","PP269888",10604,104.2059748,2019,"Viet Nam","Viet Nam","PP269888",2019
964,"PP269890.1|2020-05-12","2V_A.1.1","2V_A","2V","PP269890",10563,103.803066,2020,"Viet Nam","Viet Nam","PP269890",2020
965,"PP269891.1|2020-11-13","2II_F.2.1","2II_F","2II","PP269891",10563,103.803066,2020,"Viet Nam","Viet Nam","PP269891",2020
980,"PP269906.1|2022-08-09","2II_F.1.3","2II_F","2II","PP269906",10604,104.2059748,2022,"Viet Nam","Viet Nam","PP269906",2022
983,"PP269909.1|2022-12-01","2II_F.1.3","2II_F","2II","PP269909",10603,104.1961478,2022,"Viet Nam","Viet Nam","PP269909",2022
986,"PP269912.1|2023-02-02","2II_F.1.1","2II_F","2II","PP269912",10606,104.2256289,2023,"Viet Nam","Viet Nam","PP269912",2023
994,"PP269920.1|2023-02-06","2II_F.1.3","2II_F","2II","PP269920",10604,104.2059748,2023,"Viet Nam","Viet Nam","PP269920",2023
996,"PP269922.1|2015-09-07","2V_A","2V_A","2V","PP269922",10607,104.235456,2015,"Viet Nam","Viet Nam","PP269922",2015
997,"PP269923.1|2015-11-23","2V_A","2V_A","2V","PP269923",10480,102.9874214,2015,"Viet Nam","Viet Nam","PP269923",2015
998,"PP269924.1|2015-12-01","2V_A","2V_A","2V","PP269924",10606,104.2256289,2015,"Viet Nam","Viet Nam","PP269924",2015
999,"PP269925.1|2016-10-25","2II_A.1.1.1","2II_A","2II","PP269925",10605,104.2158019,2016,"Viet Nam","Viet Nam","PP269925",2016
1000,"PP269926.1|2016-12-09","2V_A.1","2V_A","2V","PP269926",10563,103.803066,2016,"Viet Nam","Viet Nam","PP269926",2016
1001,"PP269927.1|2016-12-22","2V_A.1.1","2V_A","2V","PP269927",10604,104.2059748,2016,"Viet Nam","Viet Nam","PP269927",2016
1006,"PP269932.1|2017-05-08","2V_A.1.1","2V_A","2V","PP269932",10476,102.9481132,2017,"Viet Nam","Viet Nam","PP269932",2017
1007,"PP269933.1|2017-07-24","2V_A.1.1","2V_A","2V","PP269933",10563,103.803066,2017,"Viet Nam","Viet Nam","PP269933",2017
1019,"PP234928.1|2019-07-01","2II_F.1.1","2II_F","2II","PP234928",10666,104.8152516,2019,"Thailand","Thailand","PP234928",2019
1020,"PP234930.1|2019-07-01","2II_D","2II_D","2II","PP234930",10565,103.8227201,2019,"Thailand","Thailand","PP234930",2019
1022,"PP234933.1|2019-07-01","2II_F.1.1","2II_F","2II","PP234933",10672,104.8742138,2019,"Thailand","Thailand","PP234933",2019
1024,"PP234935.1|2018-07-01","2II_F.1.1","2II_F","2II","PP234935",10593,104.0978774,2018,"Thailand","Thailand","PP234935",2018
1025,"PP234936.1|2019-07-01","2II_A.1.1.1","2II_A","2II","PP234936",10672,104.8742138,2019,"Guadeloupe","Guadeloupe","PP234936",2019
1026,"PP234937.1|2019-07-01","2II_A.1.1.1","2II_A","2II","PP234937",10672,104.8742138,2019,"Viet Nam","Viet Nam","PP234937",2019
1027,"PP234938.1|2018-07-01","2III_C.1.1","2III_C","2III","PP234938",10660,104.7562893,2018,"Brazil","Brazil","PP234938",2018
1029,"PP234940.1|2019-07-01","2III_D.1.2","2III_D","2III","PP234940",10608,104.245283,2019,"Honduras","Honduras","PP234940",2019
1031,"PP234966.1|2018-07-01","2III_C.2","2III_C","2III","PP234966",10573,103.9013365,2018,"Indonesia","Indonesia","PP234966",2018
1032,"PP204093.1|2023-06-08","2II_F.1.1","2II_F","2II","PP204093",10609,104.2551101,2023,"United Arab Emirates: Abu Dhabi, Duba, Maldives","United Arab Emirates","PP204093",2023
1033,"PP087793.1|2023-07","2II_F.1.1","2II_F","2II","PP087793",10638,104.5400943,2023,"Taiwan: Kaohsiung","Taiwan","PP087793",2023
1034,"OQ511271.1|2021-02-01","2II_F.1.1.2","2II_F","2II","OQ511271",9246,90.86084906,2021,"Brazil: Acre,Rio Branco","Brazil","OQ511271",2021
1045,"OR936752.1|2023-10","2II_F.1.1","2II_F","2II","OR936752",10642,104.5794025,2023,"Pakistan","Pakistan","OR936752",2023
1046,"OR448787.1|2023-06","2II_F.1.1.3","2II_F","2II","OR448787",10663,104.7857704,2023,"Switzerland","Switzerland","OR448787",2023
1106,"OR393942.1|2018-12-02","2II_F.1.1","2II_F","2II","OR393942",10176,100,2018,"Sri Lanka","Sri Lanka","OR393942",2018
1113,"OR393951.1|2019-01-07","2II_F.1.1","2II_F","2II","OR393951",10176,100,2019,"Sri Lanka","Sri Lanka","OR393951",2019
1133,"OR394000.1|2019-10-15","2II_F.1.1","2II_F","2II","OR394000",10176,100,2019,"Sri Lanka","Sri Lanka","OR394000",2019
1135,"OR394011.1|2019-10-24","2II_F.1.1","2II_F","2II","OR394011",10176,100,2019,"Sri Lanka","Sri Lanka","OR394011",2019
1151,"OR394049.1|2020-01-02","2II_F.1.1","2II_F","2II","OR394049",10176,100,2020,"Sri Lanka","Sri Lanka","OR394049",2020
1153,"OR394053.1|2020-01-08","2II_F.1.1","2II_F","2II","OR394053",10176,100,2020,"Sri Lanka","Sri Lanka","OR394053",2020
1160,"OR821724.1|2022-09","2II_F.1.1.3","2II_F","2II","OR821724",10723,105.3753931,2022,"Nepal","Nepal","OR821724",2022
1161,"OR821725.1|2022-09","2II_F.1.1.3","2II_F","2II","OR821725",10723,105.3753931,2022,"Nepal","Nepal","OR821725",2022
1162,"OR804009.1|2023-04","2II_F.1.1.5","2II_F","2II","OR804009",10670,104.8545597,2023,"Guadeloupe","Guadeloupe","OR804009",2023
1166,"OR771183.1|2023-09-12","2II_F.1.1.2","2II_F","2II","OR771183",10611,104.2747642,2023,"USA: FL","USA","OR771183",2023
1169,"OR771193.1|2023-09-30","2II_F.1.1","2II_F","2II","OR771193",10512,103.3018868,2023,"USA: FL","USA","OR771193",2023
1174,"OP599661.1|2021-07-11","2II_F.1.1.2","2II_F","2II","OP599661",9954,97.81839623,2021,"Brazil: Ivinhema, Mato Grosso do Sul","Brazil","OP599661",2021
1260,"OP599747.1|2022-05-10","2II_F.1.1.2","2II_F","2II","OP599747",9958,97.8577044,2022,"Brazil: Cruzeiro do Sul, Acre","Brazil","OP599747",2022
1263,"OP599750.1|2022-04-27","2II_F.1.1.2","2II_F","2II","OP599750",9989,98.16234277,2022,"Paraguay: Limpio","Paraguay","OP599750",2022
1265,"OP599752.1|2022-05-07","2II_F.1.1.2","2II_F","2II","OP599752",10029,98.55542453,2022,"Paraguay: Asuncion","Paraguay","OP599752",2022
1268,"OP599755.1|2022-04-04","2II_F.1.1.2","2II_F","2II","OP599755",9967,97.9461478,2022,"Paraguay: Limpio","Paraguay","OP599755",2022
1269,"OP599756.1|2021-12-27","2II_F.1.1.2","2II_F","2II","OP599756",9940,97.68081761,2021,"Paraguay: Pedro Juan Caballero","Paraguay","OP599756",2021
1285,"OQ725732.1|2022-10-13","2II_F.1.1.2","2II_F","2II","OQ725732",10524,103.4198113,2022,"Colombia","Colombia","OQ725732",2022
1307,"OR037364.1|2022-11-30","2II_F.1.1.2","2II_F","2II","OR037364",10181,100.0491352,2022,"Colombia","Colombia","OR037364",2022
1312,"OR037369.1|2022-12-17","2II_F.1.1.2","2II_F","2II","OR037369",10181,100.0491352,2022,"Colombia","Colombia","OR037369",2022
1316,"OR037373.1|2023-02-03","2II_F.1.1.2","2II_F","2II","OR037373",10181,100.0491352,2023,"Colombia","Colombia","OR037373",2023
1318,"OR037375.1|2023-02-08","2II_F.1.1.2","2II_F","2II","OR037375",10181,100.0491352,2023,"Colombia","Colombia","OR037375",2023
1320,"OR037377.1|2023-02-08","2II_F.1.1.2","2II_F","2II","OR037377",10181,100.0491352,2023,"Colombia","Colombia","OR037377",2023
1325,"OR654270.1|2023-04-19","2III_C.1.2","2III_C","2III","OR654270",10580,103.9701258,2023,"USA: FL","USA","OR654270",2023
1326,"OR654281.1|2023-07-05","2II_F.1.1.2","2II_F","2II","OR654281",10590,104.0683962,2023,"USA: FL","USA","OR654281",2023
1330,"OR229958.1|2020-07","2II_A.1.1.1","2II_A","2II","OR229958",10667,104.8250786,2020,"Guadeloupe","Guadeloupe","OR229958",2020
1336,"OR229964.1|2020-08","2II_A.1.1.1","2II_A","2II","OR229964",10667,104.8250786,2020,"Guadeloupe","Guadeloupe","OR229964",2020
1337,"OR229965.1|2020-01","2II_A.1.1.1","2II_A","2II","OR229965",10667,104.8250786,2020,"Guadeloupe","Guadeloupe","OR229965",2020
1338,"OR229966.1|2020-08","2II_A.1.1.1","2II_A","2II","OR229966",10667,104.8250786,2020,"Martinique","Martinique","OR229966",2020
1339,"OR229967.1|2020-06","2II_A.1.1.1","2II_A","2II","OR229967",10664,104.7955975,2020,"Martinique","Martinique","OR229967",2020
1342,"OR229970.1|2020-06","2II_A.1.1.1","2II_A","2II","OR229970",10667,104.8250786,2020,"Martinique","Martinique","OR229970",2020
1345,"OR229973.1|2019-09","2II_A.1.1.1","2II_A","2II","OR229973",10667,104.8250786,2019,"Guadeloupe","Guadeloupe","OR229973",2019
1347,"OR229975.1|2019-11","2II_A.1.1.1","2II_A","2II","OR229975",10667,104.8250786,2019,"Guadeloupe","Guadeloupe","OR229975",2019
1353,"OR258579.1|2021-06-10","2III_C.1.1","2III_C","2III","OR258579",9967,97.9461478,2021,"Brazil: Chapadao do Sul, Mato Grosso do Sul","Brazil","OR258579",2021
1357,"OR593365.1|2015-10-01","2II_D.3","2II_D","2II","OR593365",10689,105.0412736,2015,"Taiwan","Taiwan","OR593365",2015
1361,"OR593369.1|2015-11-03","2II_D.3","2II_D","2II","OR593369",10689,105.0412736,2015,"Taiwan","Taiwan","OR593369",2015
1371,"OR593379.1|2015-09-13","2II_D.3","2II_D","2II","OR593379",10688,105.0314465,2015,"Taiwan","Taiwan","OR593379",2015
1376,"OR492473.1|2019-10","2II_F.1.1","2II_F","2II","OR492473",10685,105.0019654,2019,"India","India","OR492473",2019
1386,"OQ567822.1|2021-07-10","2III_C.1.1","2III_C","2III","OQ567822",9926,97.54323899,2021,"Paraguay: Mariano Roque Alonso","Paraguay","OQ567822",2021
1395,"OQ567831.1|2022-04-22","2III_C.1.1","2III_C","2III","OQ567831",10036,98.62421384,2022,"Paraguay: Caaguazu","Paraguay","OQ567831",2022
1407,"OQ567843.1|2022-05-05","2III_C.1.1","2III_C","2III","OQ567843",9975,98.02476415,2022,"Paraguay: Coronel Oviedo","Paraguay","OQ567843",2022
1409,"OQ567845.1|2022-04-27","2III_C.1.1","2III_C","2III","OQ567845",9990,98.17216981,2022,"Paraguay: Capiata","Paraguay","OQ567845",2022
1410,"OQ567846.1|2021-03-24","2III_C.1.1","2III_C","2III","OQ567846",9953,97.80856918,2021,"Paraguay: Presidente Franco","Paraguay","OQ567846",2021
1411,"OQ567847.1|2021-04-14","2III_C.1.1","2III_C","2III","OQ567847",9942,97.7004717,2021,"Paraguay: Encarnacion","Paraguay","OQ567847",2021
1412,"OR389017.1|2000","2III_B","2III_B","2III","OR389017",10512,103.3018868,2000,"Brazil","Brazil","OR389017",2000
1413,"OR389018.1|1982","2II_B","2II_B","2II","OR389018",10512,103.3018868,1982,"Burkina Faso","Burkina Faso","OR389018",1982
1414,"OR389019.1|1986","2II_B","2II_B","2II","OR389019",10512,103.3018868,1986,"Burkina Faso","Burkina Faso","OR389019",1986
1415,"OR389020.1|2009","2V_A.1","2V_A","2V","OR389020",10512,103.3018868,2009,"Cambodia","Cambodia","OR389020",2009
1416,"OR389021.1|2006","2III_D.2","2III_D","2III","OR389021",10512,103.3018868,2006,"Colombia","Colombia","OR389021",2006
1417,"OR389025.1|2009","2II_F.1.2","2II_F","2II","OR389025",10512,103.3018868,2009,"Malaysia","Malaysia","OR389025",2009
1418,"OR389027.1|2001","2III_D.1","2III_D","2III","OR389027",10512,103.3018868,2001,"Mexico","Mexico","OR389027",2001
1420,"OR389029.1|2004","2II_A.1","2II_A","2II","OR389029",10512,103.3018868,2004,"Sri Lanka","Sri Lanka","OR389029",2004
1422,"OR389031.1|2006","2II_D","2II_D","2II","OR389031",10512,103.3018868,2006,"Viet Nam","Viet Nam","OR389031",2006
1423,"OR389305.1|1990","2III_B","2III_B","2III","OR389305",10512,103.3018868,1990,"Brazil","Brazil","OR389305",1990
1425,"OR389308.1|1993","2III_B","2III_B","2III","OR389308",10512,103.3018868,1993,"Colombia","Colombia","OR389308",1993
1426,"OR389309.1|1959","2I","2I","2I","OR389309",10512,103.3018868,1959,"India","India","OR389309",1959
1427,"OR389310.1|1963","2I","2I","2I","OR389310",10512,103.3018868,1963,"India","India","OR389310",1963
1428,"OR389311.1|1967","2I","2I","2I","OR389311",10512,103.3018868,1967,"India","India","OR389311",1967
1429,"OR389312.1|1988","2II_A","2II_A","2II","OR389312",10512,103.3018868,1988,"India","India","OR389312",1988
1430,"OR389313.1|1984","2II","2II","2II","OR389313",10512,103.3018868,1984,"Indonesia","Indonesia","OR389313",1984
1431,"OR389314.1|1984","2II","2II","2II","OR389314",10512,103.3018868,1984,"Indonesia","Indonesia","OR389314",1984
1432,"OR389315.1|1984","unassigned","unassigned","unassigned","OR389315",10512,103.3018868,1984,"Indonesia","Indonesia","OR389315",1984
1433,"OR389316.1|1986","2II_B","2II_B","2II","OR389316",10512,103.3018868,1986,"Indonesia","Indonesia","OR389316",1986
1434,"OR389317.1|1988","2II_B","2II_B","2II","OR389317",10512,103.3018868,1988,"Indonesia","Indonesia","OR389317",1988
1435,"OR389318.1|1969","2II_A","2II_A","2II","OR389318",10512,103.3018868,1969,"Malaysia","Malaysia","OR389318",1969
1436,"OR389319.1|1989","2II_A","2II_A","2II","OR389319",10512,103.3018868,1989,"Malaysia","Malaysia","OR389319",1989
1437,"OR389320.1|1976","2V","2V","2V","OR389320",10512,103.3018868,1976,"Myanmar","Myanmar","OR389320",1976
1438,"OR389322.1|1988","2IV","2IV","2IV","OR389322",10512,103.3018868,1988,"Philippines","Philippines","OR389322",1988
1439,"OR389323.1|1994","2II","2II","2II","OR389323",10512,103.3018868,1994,"Saudi Arabia","Saudi Arabia","OR389323",1994
1440,"OR389324.1|1994","2II_A","2II_A","2II","OR389324",10512,103.3018868,1994,"Saudi Arabia","Saudi Arabia","OR389324",1994
1441,"OR389327.1|1993","2II_B","2II_B","2II","OR389327",10512,103.3018868,1993,"Somalia","Somalia","OR389327",1993
1442,"OR389328.1|1987","2IV","2IV","2IV","OR389328",10512,103.3018868,1987,"Taiwan","Taiwan","OR389328",1987
1443,"OR389329.1|1987","2I","2I","2I","OR389329",10512,103.3018868,1987,"Venezuela","Venezuela","OR389329",1987
1444,"OR389330.1|1990","2III_B","2III_B","2III","OR389330",10512,103.3018868,1990,"Venezuela","Venezuela","OR389330",1990
1445,"OR389331.1|1990","2III","2III","2III","OR389331",10512,103.3018868,1990,"Venezuela","Venezuela","OR389331",1990
1446,"OR389332.1|1990","2III_B","2III_B","2III","OR389332",10512,103.3018868,1990,"Venezuela","Venezuela","OR389332",1990
1447,"OR389333.1|1990","2II_A","2II_A","2II","OR389333",10512,103.3018868,1990,"Venezuela","Venezuela","OR389333",1990
1449,"OR389335.1|1987","2III","2III","2III","OR389335",10512,103.3018868,1987,"Viet Nam","Viet Nam","OR389335",1987
1456,"OR150710.1|2023-01-17","2II_F.1.1.2","2II_F","2II","OR150710",10011,98.37853774,2023,"Brazil: Amazonas,Tefe","Brazil","OR150710",2023
1458,"OR150712.1|2023-04-05","2II_F.1.1.2","2II_F","2II","OR150712",10011,98.37853774,2023,"Brazil: Amazonas,Tefe","Brazil","OR150712",2023
1489,"OR150743.1|2022-09-26","2III_D.1.1","2III_D","2III","OR150743",10609,104.2551101,2022,"USA: FL","USA","OR150743",2022
1499,"OQ832625.1|2020-09","2II_F.2.1","2II_F","2II","OQ832625",10723,105.3753931,2020,"Viet Nam: Hanoi","Viet Nam","OQ832625",2020
1,"OQ832627.1|2020-09","2V_A.1.1","2V_A","2V","OQ832627",10723,105.3753931,2020,"Viet Nam: Hanoi","Viet Nam","OQ832627",2020
2,"OR136164.1|2023-05-09","2II_F.1.3","2II_F","2II","OR136164",10669,104.8447327,2023,"Indonesia","Indonesia","OR136164",2023
21,"OQ782200.1|2019-07-24","2III_D.1.2","2III_D","2III","OQ782200",10176,100,2019,"Nicaragua: Managua","Nicaragua","OQ782200",2019
