index,seqName,clade,major_lineage,genotype,otherName,seqLength,%cds,year,geo_location,country,strain,date
1437,PP269998.1|2015-07-15,4I_A.1.2,4I_A,4I,PP269998,10513,103.4336875,2015,Viet Nam,Viet Nam,PP269998,2015
1438,PP269999.1|2015-07-21,4I_A.1.2,4I_A,4I,PP269999,10536,103.6599764,2015,Viet Nam,Viet Nam,PP269999,2015
1439,PP270000.1|2015-10-20,4I_A.1,4I_A,4I,PP270000,10513,103.4336875,2015,Viet Nam,Viet Nam,PP270000,2015
1440,PP270001.1|2013-01-04,4I_A.1,4I_A,4I,PP270001,10513,103.4336875,2013,Viet Nam,Viet Nam,PP270001,2013
1441,PP270002.1|2013-03-09,4I_A.1,4I_A,4I,PP270002,10533,103.6304604,2013,Viet Nam,Viet Nam,PP270002,2013
1442,PP270003.1|2014-03-24,4I_A.1,4I_A,4I,PP270003,10513,103.4336875,2014,Viet Nam,Viet Nam,PP270003,2014
1443,PP270004.1|2013-09-10,4I_A.1.1,4I_A,4I,PP270004,10536,103.6599764,2013,Viet Nam,Viet Nam,PP270004,2013
1444,PP270005.1|2013-07-08,4I_A.1,4I_A,4I,PP270005,10511,103.4140102,2013,Viet Nam,Viet Nam,PP270005,2013
1445,PP270006.1|2013-07-08,4I_A.1,4I_A,4I,PP270006,10513,103.4336875,2013,Viet Nam,Viet Nam,PP270006,2013
1446,PP270007.1|2013-10-31,4I_A.1,4I_A,4I,PP270007,10536,103.6599764,2013,Viet Nam,Viet Nam,PP270007,2013
1447,PP270008.1|2013-12-04,4I_A.1.1,4I_A,4I,PP270008,10536,103.6599764,2013,Viet Nam,Viet Nam,PP270008,2013
1448,PP270009.1|2013-12-06,4I_A.1,4I_A,4I,PP270009,10513,103.4336875,2013,Viet Nam,Viet Nam,PP270009,2013
1449,PP270010.1|2013-12-20,4I_A.1,4I_A,4I,PP270010,10531,103.6107832,2013,Viet Nam,Viet Nam,PP270010,2013
1450,PP270011.1|2014-07-22,4I_A.1,4I_A,4I,PP270011,10513,103.4336875,2014,Viet Nam,Viet Nam,PP270011,2014
1451,PP270012.1|2014-08-06,4I_A.1,4I_A,4I,PP270012,10513,103.4336875,2014,Viet Nam,Viet Nam,PP270012,2014
1452,PP270013.1|2014-10-06,4I_A.1.1,4I_A,4I,PP270013,10531,103.6107832,2014,Viet Nam,Viet Nam,PP270013,2014
1453,PP270014.1|2014-11-24,4I_A.1.2,4I_A,4I,PP270014,10513,103.4336875,2014,Viet Nam,Viet Nam,PP270014,2014
1454,PP270015.1|2014-12-22,4I_A.1,4I_A,4I,PP270015,10595,104.2404565,2014,Viet Nam,Viet Nam,PP270015,2014
1455,PP270016.1|2015-01-15,4I_A.1.2,4I_A,4I,PP270016,10513,103.4336875,2015,Viet Nam,Viet Nam,PP270016,2015
1456,PP270017.1|2013-07-30,4I_A.1.1,4I_A,4I,PP270017,10513,103.4336875,2013,Viet Nam,Viet Nam,PP270017,2013
1457,PP270018.1|2013-09-06,4I_A.1.1,4I_A,4I,PP270018,10513,103.4336875,2013,Viet Nam,Viet Nam,PP270018,2013
1458,PP270019.1|2014-01-08,4I_A.1.2,4I_A,4I,PP270019,10513,103.4336875,2014,Viet Nam,Viet Nam,PP270019,2014
1459,PP270020.1|2014-04-11,4I_A.1,4I_A,4I,PP270020,10515,103.4533648,2014,Viet Nam,Viet Nam,PP270020,2014
1460,PP270021.1|2014-11-25,4I_A.1,4I_A,4I,PP270021,10511,103.4140102,2014,Viet Nam,Viet Nam,PP270021,2014
1461,PP270022.1|2014-12-02,4I_A.1.2,4I_A,4I,PP270022,10513,103.4336875,2014,Viet Nam,Viet Nam,PP270022,2014
1462,PP270023.1|2014-12-09,4I_A.1,4I_A,4I,PP270023,10513,103.4336875,2014,Viet Nam,Viet Nam,PP270023,2014
1463,PP270024.1|2014-12-11,4I_A.1.2,4I_A,4I,PP270024,10513,103.4336875,2014,Viet Nam,Viet Nam,PP270024,2014
1464,PP270025.1|2013-08-31,4I_A.1,4I_A,4I,PP270025,10513,103.4336875,2013,Viet Nam,Viet Nam,PP270025,2013
1465,PP270026.1|2014-09-15,4I_A.1.2,4I_A,4I,PP270026,10513,103.4336875,2014,Viet Nam,Viet Nam,PP270026,2014
1466,PP270027.1|2014-11-12,4I_A.1,4I_A,4I,PP270027,10535,103.6501377,2014,Viet Nam,Viet Nam,PP270027,2014
1467,PP270028.1|2018-11-26,4I_A.1.1,4I_A,4I,PP270028,10515,103.4533648,2018,Viet Nam,Viet Nam,PP270028,2018
1468,PP270029.1|2019-08-12,4I_A.1.2,4I_A,4I,PP270029,10513,103.4336875,2019,Viet Nam,Viet Nam,PP270029,2019
1469,PP270030.1|2014-11-24,4I_A.1.2,4I_A,4I,PP270030,10513,103.4336875,2014,Viet Nam,Viet Nam,PP270030,2014
1470,PP270031.1|2015-06-15,4I_A.1.2,4I_A,4I,PP270031,10513,103.4336875,2015,Viet Nam,Viet Nam,PP270031,2015
1471,PP270032.1|2015-10-06,4I_A.1.2,4I_A,4I,PP270032,10515,103.4533648,2015,Viet Nam,Viet Nam,PP270032,2015
1472,PP270033.1|2015-11-02,4I_A.1.2,4I_A,4I,PP270033,10511,103.4140102,2015,Viet Nam,Viet Nam,PP270033,2015
1473,PP270034.1|2018-01-02,4I_A.1.1,4I_A,4I,PP270034,10536,103.6599764,2018,Viet Nam,Viet Nam,PP270034,2018
1474,PP270035.1|2018-01-16,4I_A.1.1,4I_A,4I,PP270035,10513,103.4336875,2018,Viet Nam,Viet Nam,PP270035,2018
1475,PP270036.1|2018-03-19,4I_A.1.1,4I_A,4I,PP270036,10515,103.4533648,2018,Viet Nam,Viet Nam,PP270036,2018
1476,PP270037.1|2018-05-03,4I_A.1.1,4I_A,4I,PP270037,10511,103.4140102,2018,Viet Nam,Viet Nam,PP270037,2018
1477,PP270038.1|2018-07-03,4I_A.1.1,4I_A,4I,PP270038,10536,103.6599764,2018,Viet Nam,Viet Nam,PP270038,2018
1478,PP270039.1|2018-07-31,4I_A.1.1,4I_A,4I,PP270039,10513,103.4336875,2018,Viet Nam,Viet Nam,PP270039,2018
1479,PP270040.1|2013-09-12,4I_A.1.2,4I_A,4I,PP270040,10244,100.7870917,2013,Viet Nam,Viet Nam,PP270040,2013
1480,PP270041.1|2015-08-07,4I_A.1.2,4I_A,4I,PP270041,10244,100.7870917,2015,Viet Nam,Viet Nam,PP270041,2015
1481,PP270042.1|2013-10-16,4I_A.1.1,4I_A,4I,PP270042,10244,100.7870917,2013,Viet Nam,Viet Nam,PP270042,2013
1482,PP270043.1|2012-12-04,4I_A.1,4I_A,4I,PP270043,10243,100.777253,2012,Viet Nam,Viet Nam,PP270043,2012
1483,PP270044.1|2013-10-25,4I_A.1.1,4I_A,4I,PP270044,10244,100.7870917,2013,Viet Nam,Viet Nam,PP270044,2013
1484,PP270045.1|2014-04-07,4I_A.1,4I_A,4I,PP270045,10244,100.7870917,2014,Viet Nam,Viet Nam,PP270045,2014
1485,PP270046.1|2014-11-11,4I_A.1.2,4I_A,4I,PP270046,10244,100.7870917,2014,Viet Nam,Viet Nam,PP270046,2014
1486,PP270047.1|2014-11-12,4I_A.1,4I_A,4I,PP270047,10238,100.7280598,2014,Viet Nam,Viet Nam,PP270047,2014
1487,PP270048.1|2013-08-30,4I_A.1,4I_A,4I,PP270048,10244,100.7870917,2013,Viet Nam,Viet Nam,PP270048,2013
1488,PP270049.1|2014-11-04,4I_A.1,4I_A,4I,PP270049,10244,100.7870917,2014,Viet Nam,Viet Nam,PP270049,2014
1489,PP270050.1|2016-01-11,4I_A.1,4I_A,4I,PP270050,10237,100.7182212,2016,Viet Nam,Viet Nam,PP270050,2016
1490,OP811915.1|2020-01-18,4II_B.1.1,4II_B,4II,OP811915,10164,100,2020,Paraguay,Paraguay,OP811915,2020
1491,OP811916.1|2019-12-14,4II_B.1.1,4II_B,4II,OP811916,10164,100,2019,Paraguay,Paraguay,OP811916,2019
1492,OP811917.1|2019-05-08,4II_B.1.1,4II_B,4II,OP811917,10164,100,2019,Paraguay,Paraguay,OP811917,2019
1493,OP811918.1|2019-12-29,4II_B.1.1,4II_B,4II,OP811918,10164,100,2019,Paraguay,Paraguay,OP811918,2019
1494,OP811919.1|2020-01-03,4II_B.1.1,4II_B,4II,OP811919,10164,100,2020,Paraguay,Paraguay,OP811919,2020
1495,OP811920.1|2019-07-06,4II_B.1.1,4II_B,4II,OP811920,10164,100,2019,Paraguay,Paraguay,OP811920,2019
1496,OP811921.1|2020-03-03,4II_B.1.1,4II_B,4II,OP811921,10164,100,2020,Paraguay,Paraguay,OP811921,2020
1497,OP811922.1|2019-12-29,4II_B.1.1,4II_B,4II,OP811922,10164,100,2019,Paraguay,Paraguay,OP811922,2019
1498,OP811923.1|2019-12-20,4II_B.1.1,4II_B,4II,OP811923,10164,100,2019,Paraguay,Paraguay,OP811923,2019
1499,OP811924.1|2019-12-26,4II_B.1.1,4II_B,4II,OP811924,10164,100,2019,Paraguay,Paraguay,OP811924,2019
1500,OP811925.1|2020-01-05,4II_B.1.1,4II_B,4II,OP811925,10164,100,2020,Paraguay,Paraguay,OP811925,2020
1501,OP811926.1|2019-12-26,4II_B.1.1,4II_B,4II,OP811926,10164,100,2019,Paraguay,Paraguay,OP811926,2019
1502,OP811927.1|2019-06-04,4II_B.1.1,4II_B,4II,OP811927,10164,100,2019,Paraguay,Paraguay,OP811927,2019
1503,OP811928.1|2019-06-14,4II_B.1.1,4II_B,4II,OP811928,10164,100,2019,Paraguay,Paraguay,OP811928,2019
1504,OP811929.1|2019-12-13,4II_B.1.1,4II_B,4II,OP811929,10164,100,2019,Paraguay,Paraguay,OP811929,2019
1505,OP811930.1|2019-12-26,4II_B.1.1,4II_B,4II,OP811930,10164,100,2019,Paraguay,Paraguay,OP811930,2019
1506,OP811931.1|2019-12-28,4II_B.1.1,4II_B,4II,OP811931,10164,100,2019,Paraguay,Paraguay,OP811931,2019
1507,OP811932.1|2019-12-21,4II_B.1.1,4II_B,4II,OP811932,10164,100,2019,Paraguay,Paraguay,OP811932,2019
1508,OP811933.1|2019-12-31,4II_B.1.1,4II_B,4II,OP811933,10164,100,2019,Paraguay,Paraguay,OP811933,2019
1509,OP811934.1|2019-12-27,4II_B.1.1,4II_B,4II,OP811934,10164,100,2019,Paraguay,Paraguay,OP811934,2019
1510,OP811935.1|2019-05-07,4II_B.1.1,4II_B,4II,OP811935,10164,100,2019,Paraguay,Paraguay,OP811935,2019
1511,OP811936.1|2019-06-03,4II_B.1.1,4II_B,4II,OP811936,10164,100,2019,Paraguay,Paraguay,OP811936,2019
1512,OP811937.1|2019-05-17,4II_B.1.1,4II_B,4II,OP811937,10164,100,2019,Paraguay,Paraguay,OP811937,2019
1513,OP811938.1|2020-01-02,4II_B.1.1,4II_B,4II,OP811938,10164,100,2020,Paraguay,Paraguay,OP811938,2020
1514,OP811939.1|2020-01-09,4II_B.1.1,4II_B,4II,OP811939,10164,100,2020,Paraguay,Paraguay,OP811939,2020
1515,OP811940.1|2020-01-03,4II_B.1.1,4II_B,4II,OP811940,10164,100,2020,Paraguay,Paraguay,OP811940,2020
1516,OP811941.1|2019-11-11,4II_B.1.1,4II_B,4II,OP811941,10164,100,2019,Paraguay,Paraguay,OP811941,2019
1517,OP811942.1|2020-01-01,4II_B.1.1,4II_B,4II,OP811942,10164,100,2020,Paraguay,Paraguay,OP811942,2020
1518,OP811943.1|2020-01-17,4II_B.1.1,4II_B,4II,OP811943,10164,100,2020,Paraguay,Paraguay,OP811943,2020
1519,OP811944.1|2020-01-28,4II_B.1.1,4II_B,4II,OP811944,10164,100,2020,Paraguay,Paraguay,OP811944,2020
1520,OP811945.1|2020-02-05,4II_B.1.1,4II_B,4II,OP811945,10164,100,2020,Paraguay,Paraguay,OP811945,2020
1521,OP811946.1|2020-02-06,4II_B.1.1,4II_B,4II,OP811946,10164,100,2020,Paraguay,Paraguay,OP811946,2020
1522,OP811947.1|2020-02-11,4II_B.1.1,4II_B,4II,OP811947,10164,100,2020,Paraguay,Paraguay,OP811947,2020
1523,OP811948.1|2020-03-07,4II_B.1.1,4II_B,4II,OP811948,10164,100,2020,Paraguay,Paraguay,OP811948,2020
1524,OP811949.1|2019-12-18,4II_B.1.1,4II_B,4II,OP811949,10164,100,2019,Paraguay,Paraguay,OP811949,2019
1525,OP811950.1|2019-05-17,4II_B.1.1,4II_B,4II,OP811950,10164,100,2019,Paraguay,Paraguay,OP811950,2019
1526,OP811951.1|2019-12-19,4II_B.1.1,4II_B,4II,OP811951,10164,100,2019,Paraguay,Paraguay,OP811951,2019
1527,OP811952.1|2020-01-03,4II_B.1.1,4II_B,4II,OP811952,10164,100,2020,Paraguay,Paraguay,OP811952,2020
1528,OP811953.1|2019-05-31,4II_B.1.1,4II_B,4II,OP811953,10164,100,2019,Paraguay,Paraguay,OP811953,2019
1529,OP811954.1|2019-07-04,4II_B.1.1,4II_B,4II,OP811954,10164,100,2019,Paraguay,Paraguay,OP811954,2019
1530,OP811955.1|2020-01-09,4II_B.1.1,4II_B,4II,OP811955,10164,100,2020,Paraguay,Paraguay,OP811955,2020
1531,OP811956.1|2019-12-20,4II_B.1.1,4II_B,4II,OP811956,10164,100,2019,Paraguay,Paraguay,OP811956,2019
1532,OP811957.1|2019-05-02,4II_B.1.1,4II_B,4II,OP811957,10164,100,2019,Paraguay,Paraguay,OP811957,2019
1533,OP811958.1|2020-01-07,4II_B.1.1,4II_B,4II,OP811958,10164,100,2020,Paraguay,Paraguay,OP811958,2020
1534,OP811959.1|2019-03-25,4II_B.1.1,4II_B,4II,OP811959,10164,100,2019,Paraguay,Paraguay,OP811959,2019
1535,OP811960.1|2020-01-04,4II_B.1.1,4II_B,4II,OP811960,10164,100,2020,Paraguay,Paraguay,OP811960,2020
1536,OP811961.1|2019-04-16,4II_B.1.1,4II_B,4II,OP811961,10164,100,2019,Paraguay,Paraguay,OP811961,2019
1537,OP811962.1|2019-11-18,4II_B.1.1,4II_B,4II,OP811962,10164,100,2019,Paraguay,Paraguay,OP811962,2019
1538,OP811963.1|2019-02-28,4II_B.1.1,4II_B,4II,OP811963,10164,100,2019,Paraguay,Paraguay,OP811963,2019
1539,OP811964.1|2019-12-03,4II_B.1.1,4II_B,4II,OP811964,10164,100,2019,Paraguay,Paraguay,OP811964,2019
1540,OP811965.1|2019-03-12,4II_B.1.1,4II_B,4II,OP811965,10164,100,2019,Paraguay,Paraguay,OP811965,2019
1541,OP811966.1|2019-11-20,4II_B.1.1,4II_B,4II,OP811966,10164,100,2019,Paraguay,Paraguay,OP811966,2019
1542,OP811967.1|2019-08-20,4II_B.1.1,4II_B,4II,OP811967,10164,100,2019,Paraguay,Paraguay,OP811967,2019
1543,OP811968.1|2020-01-16,4II_B.1.1,4II_B,4II,OP811968,10164,100,2020,Paraguay,Paraguay,OP811968,2020
1544,OP811969.1|2020-01-15,4II_B.1.1,4II_B,4II,OP811969,10164,100,2020,Paraguay,Paraguay,OP811969,2020
1545,OP811970.1|2020-01-28,4II_B.1.1,4II_B,4II,OP811970,10164,100,2020,Paraguay,Paraguay,OP811970,2020
1546,OP811971.1|2020-02-23,4II_B.1.1,4II_B,4II,OP811971,10164,100,2020,Paraguay,Paraguay,OP811971,2020
1547,OP811972.1|2020-02-24,4II_B.1.1,4II_B,4II,OP811972,10164,100,2020,Paraguay,Paraguay,OP811972,2020
1548,OP811973.1|2020-03-04,4II_B.1.1,4II_B,4II,OP811973,10164,100,2020,Paraguay,Paraguay,OP811973,2020
1549,OP811974.1|2020-01-09,4II_B.1.1,4II_B,4II,OP811974,10164,100,2020,Paraguay,Paraguay,OP811974,2020
1550,OP811975.1|2020-01-30,4II_B.1.1,4II_B,4II,OP811975,10164,100,2020,Paraguay,Paraguay,OP811975,2020
1551,OP811976.1|2018-04-25,4II_B.1.1,4II_B,4II,OP811976,10164,100,2018,Paraguay,Paraguay,OP811976,2018
1552,OR977094.1|2023-11-10,4II_B.1.2,4II_B,4II,OR977094,10488,103.1877214,2023,USA: FL,USA,OR977094,2023
1553,OR821957.1|2023-10-12,4II_B.2,4II_B,4II,OR821957,10376,102.085793,2023,USA: FL,USA,OR821957,2023
1554,OR771146.1|2023-08-09,4II_B.2,4II_B,4II,OR771146,10376,102.085793,2023,USA: FL,USA,OR771146,2023
1555,OR771168.1|2023-09-01,4II_B.2,4II_B,4II,OR771168,10512,103.4238489,2023,USA: FL,USA,OR771168,2023
1556,OR654276.1|2023-05-31,4II_B.1.2,4II_B,4II,OR654276,10486,103.1680441,2023,USA: FL,USA,OR654276,2023
1557,OQ567848.1|2016-03-07,4II_B.1.1,4II_B,4II,OQ567848,9790,96.32034632,2016,Paraguay: Coronel Oviedo,Paraguay,OQ567848,2016
1558,OQ567849.1|2020-01-27,4II_B.1.1,4II_B,4II,OQ567849,9814,96.55647383,2020,Paraguay: Asuncion,Paraguay,OQ567849,2020
1559,OQ567850.1|2020-01-30,4II_B.1.1,4II_B,4II,OQ567850,9800,96.41873278,2020,Paraguay: Asuncion,Paraguay,OQ567850,2020
1560,OQ567851.1|2020-02-01,4II_B.1.1,4II_B,4II,OQ567851,9794,96.35970091,2020,Paraguay: Filadelfia,Paraguay,OQ567851,2020
1561,OQ567852.1|2020-02-04,4II_B.1.1,4II_B,4II,OQ567852,9854,96.95001968,2020,Paraguay: Lambare,Paraguay,OQ567852,2020
1562,OQ567853.1|2020-02-06,4II_B.1.1,4II_B,4II,OQ567853,9769,96.11373475,2020,Paraguay: Asuncion,Paraguay,OQ567853,2020
1563,OQ567854.1|2020-02-04,4II_B.1.1,4II_B,4II,OQ567854,9795,96.36953955,2020,Paraguay: Pilar,Paraguay,OQ567854,2020
1564,OQ567855.1|2020-02-07,4II_B.1.1,4II_B,4II,OQ567855,9852,96.93034238,2020,Paraguay: Itaugua,Paraguay,OQ567855,2020
1565,OQ567856.1|2020-02-10,4II_B.1.1,4II_B,4II,OQ567856,9845,96.86147186,2020,Paraguay: Ita,Paraguay,OQ567856,2020
1566,OQ567857.1|2020-02-13,4II_B.1.1,4II_B,4II,OQ567857,9830,96.71389217,2020,Paraguay: Obligado,Paraguay,OQ567857,2020
1567,OQ567858.1|2020-01-01,4II_B.1.1,4II_B,4II,OQ567858,9793,96.34986226,2020,Paraguay: Ita,Paraguay,OQ567858,2020
1568,OQ567859.1|2020-01-07,4II_B.1.1,4II_B,4II,OQ567859,9903,97.43211334,2020,Paraguay: Lambare,Paraguay,OQ567859,2020
1569,OQ567860.1|2020-01-07,4II_B.1.1,4II_B,4II,OQ567860,9864,97.04840614,2020,Paraguay: Villa Elisa,Paraguay,OQ567860,2020
1570,OQ567861.1|2020-01-09,4II_B.1.1,4II_B,4II,OQ567861,9853,96.94018103,2020,Paraguay: Nemby,Paraguay,OQ567861,2020
1571,OQ567862.1|2020-01-12,4II_B.1.1,4II_B,4II,OQ567862,9778,96.20228257,2020,Paraguay: Ita,Paraguay,OQ567862,2020
1572,OQ567863.1|2020-01-13,4II_B.1.1,4II_B,4II,OQ567863,9788,96.30066903,2020,Paraguay: Nemby,Paraguay,OQ567863,2020
1573,OQ567864.1|2020-01-13,4II_B.1.1,4II_B,4II,OQ567864,9839,96.80243998,2020,Paraguay: Trinidad,Paraguay,OQ567864,2020
1574,OQ567865.1|2020-01-11,4II_B.1.1,4II_B,4II,OQ567865,9862,97.02872885,2020,Paraguay: Coronel Oviedo,Paraguay,OQ567865,2020
1575,OQ567866.1|2020-01-12,4II_B.1.1,4II_B,4II,OQ567866,9794,96.35970091,2020,Paraguay: San Lorenzo,Paraguay,OQ567866,2020
1576,OQ567867.1|2020-01-17,4II_B.1.1,4II_B,4II,OQ567867,9837,96.78276269,2020,Paraguay: San Lorenzo,Paraguay,OQ567867,2020
1577,OQ567868.1|2020-01-18,4II_B.1.1,4II_B,4II,OQ567868,9808,96.49744195,2020,Paraguay: Ypane,Paraguay,OQ567868,2020
1578,OQ567869.1|2020-01-15,4II_B.1.1,4II_B,4II,OQ567869,9871,97.11727666,2020,Paraguay: San Lorenzo,Paraguay,OQ567869,2020
1579,OQ567870.1|2020-01-17,4II_B.1.1,4II_B,4II,OQ567870,9892,97.32388823,2020,Paraguay: Itagua,Paraguay,OQ567870,2020
1580,OQ567871.1|2020-01-20,4II_B.1.1,4II_B,4II,OQ567871,9852,96.93034238,2020,Paraguay: San Lorenzo,Paraguay,OQ567871,2020
1581,OQ567872.1|2021-02-22,4II_B.1.1,4II_B,4II,OQ567872,9809,96.5072806,2021,Paraguay: Pilar,Paraguay,OQ567872,2021
