"index","seqName","clade","major_lineage","genotype","otherName","seqLength","X.cds","Year","geo_location","country","strain","date"
1603,"OQ821627.1|2014-08-06","4II_B.1","4II_B","4II","OQ821627",10511,103.4140102,2014,"Cuba","Cuba","OQ821627",2014
1604,"OQ821628.1|2012-08-20","4II_B.1","4II_B","4II","OQ821628",10376,102.085793,2012,"Cuba","Cuba","OQ821628",2012
1605,"OQ821629.1|2012-10-03","4II_B.1","4II_B","4II","OQ821629",10376,102.085793,2012,"Cuba","Cuba","OQ821629",2012
1606,"OQ821630.1|2014-03-13","4II_B.1.1","4II_B","4II","OQ821630",10376,102.085793,2014,"Bolivia","Bolivia","OQ821630",2014
1607,"OQ821631.1|2013-09-04","4II_B","4II_B","4II","OQ821631",10064,99.01613538,2013,"Puerto Rico","USA","OQ821631",2013
1608,"OQ821632.1|2010-08-05","4II_B","4II_B","4II","OQ821632",10511,103.4140102,2010,"Puerto Rico","USA","OQ821632",2010
1609,"OQ821633.1|2013-09-06","4II_B","4II_B","4II","OQ821633",10511,103.4140102,2013,"Haiti","Haiti","OQ821633",2013
1610,"OQ821634.1|2014-06-21","4II_B","4II_B","4II","OQ821634",10511,103.4140102,2014,"Dominican Republic","Dominican Republic","OQ821634",2014
1612,"OQ821636.1|2022-11-15","4II_B.1.2","4II_B","4II","OQ821636",9961,98.00275482,2022,"Cuba","Cuba","OQ821636",2022
1613,"OQ821637.1|2022-06-19","4II_B.1.2","4II_B","4II","OQ821637",9649,94.93309721,2022,"Cuba","Cuba","OQ821637",2022
1616,"OQ821640.1|2022-07-05","4II_B.1.2","4II_B","4II","OQ821640",10073,99.1046832,2022,"Cuba","Cuba","OQ821640",2022
1620,"OQ821644.1|2022-10-22","4II_B.2","4II_B","4II","OQ821644",10364,101.9677292,2022,"Nicaragua","Nicaragua","OQ821644",2022
1621,"OQ821645.1|2022-09-10","4II_B.2","4II_B","4II","OQ821645",10511,103.4140102,2022,"Nicaragua","Nicaragua","OQ821645",2022
1622,"OQ821646.1|2022-08-24","4II_B.2","4II_B","4II","OQ821646",10376,102.085793,2022,"El Salvador","El Salvador","OQ821646",2022
1623,"OQ821647.1|2013-08-18","4II_A.1","4II_A","4II","OQ821647",10376,102.085793,2013,"Puerto Rico","USA","OQ821647",2013
1624,"OQ821648.1|2013-08-14","4II_A.1","4II_A","4II","OQ821648",10376,102.085793,2013,"Puerto Rico","USA","OQ821648",2013
1625,"OQ821649.1|2016-03-21","4II_A.1","4II_A","4II","OQ821649",10511,103.4140102,2016,"Jamaica","Jamaica","OQ821649",2016
1626,"OQ821650.1|2013-08-21","4II_A.1","4II_A","4II","OQ821650",10376,102.085793,2013,"Dominica","Dominica","OQ821650",2013
1627,"OQ678015.1|2019-10-21","4I_A.1.1","4I_A","4I","OQ678015",10337,101.7020858,2019,"Cambodia","Cambodia","OQ678015",2019
1629,"OQ445964.1|2022-10-08","4II_B.1.2","4II_B","4II","OQ445964",10163,99.99016135,2022,"USA: Florida","USA","OQ445964",2022
1632,"OQ445967.1|2022-11-03","4II_B.2","4II_B","4II","OQ445967",10163,99.99016135,2022,"USA: Florida","USA","OQ445967",2022
1642,"OQ426986.1|2017-08-11","4I_A.1.1","4I_A","4I","OQ426986",10593,104.2207792,2017,"Viet Nam: Nha Trang","Viet Nam","OQ426986",2017
1645,"OQ426989.1|2018-01-15","4I_A.1.2","4I_A","4I","OQ426989",10593,104.2207792,2018,"Viet Nam: Nha Trang","Viet Nam","OQ426989",2018
1657,"OQ427001.1|2017-08-10","4I_A.1.1","4I_A","4I","OQ427001",10593,104.2207792,2017,"Viet Nam: Nha Trang","Viet Nam","OQ427001",2017
1664,"OQ427008.1|2017-12-18","4I_A.1.1","4I_A","4I","OQ427008",10593,104.2207792,2017,"Viet Nam: Nha Trang","Viet Nam","OQ427008",2017
1691,"OQ427035.1|2018-12-18","4I_A.1.1","4I_A","4I","OQ427035",10593,104.2207792,2018,"Viet Nam: Nha Trang","Viet Nam","OQ427035",2018
1701,"OQ427045.1|2019-01-14","4I_A.1.1","4I_A","4I","OQ427045",10593,104.2207792,2019,"Viet Nam: Nha Trang","Viet Nam","OQ427045",2019
1702,"OQ427046.1|2019-01-15","4I_A.1.2","4I_A","4I","OQ427046",10593,104.2207792,2019,"Viet Nam: Nha Trang","Viet Nam","OQ427046",2019
1704,"OQ427049.1|2019-01-21","4I_A.1.2","4I_A","4I","OQ427049",10593,104.2207792,2019,"Viet Nam: Nha Trang","Viet Nam","OQ427049",2019
1708,"OQ427054.1|2018-10-12","4I_A.1.1","4I_A","4I","OQ427054",10593,104.2207792,2018,"Viet Nam: Nha Trang","Viet Nam","OQ427054",2018
1717,"OP600478.1|2020-08","4II_A.1","4II_A","4II","OP600478",10474,103.0499803,2020,"Malaysia","Malaysia","OP600478",2020
1722,"OP600499.1|2022-06","4II_A.1","4II_A","4II","OP600499",10600,104.2896497,2022,"Malaysia","Malaysia","OP600499",2022
1723,"OP600506.1|2020-07","4II_A.1","4II_A","4II","OP600506",10308,101.4167651,2020,"Malaysia","Malaysia","OP600506",2020
1724,"OP600507.1|2020-10","4II_A.1","4II_A","4II","OP600507",10281,101.1511216,2020,"Malaysia","Malaysia","OP600507",2020
1726,"OP600509.1|2022-07","4II_A.1","4II_A","4II","OP600509",10595,104.2404565,2022,"Malaysia","Malaysia","OP600509",2022
1727,"OP600510.1|2022-07","4II_A.1","4II_A","4II","OP600510",10544,103.7386856,2022,"Malaysia","Malaysia","OP600510",2022
1731,"OP984198.1|2018","4I_B.1","4I_B","4I","OP984198",10228,100.6296734,2018,"India","India","OP984198",2018
1732,"OP895706.1|2018","4I_B.1","4I_B","4I","OP895706",10625,104.5356159,2018,"India","India","OP895706",2018
1733,"OP809584.1|2021","4I_B.1","4I_B","4I","OP809584",10560,103.8961039,2021,"India","India","OP809584",2021
1734,"OP809585.1|2021","4I_B.1","4I_B","4I","OP809585",10557,103.866588,2021,"India","India","OP809585",2021
1743,"OL314736.1|2019-05-21","4II_A.1","4II_A","4II","OL314736",10653,104.811098,2019,"Indonesia","Indonesia","OL314736",2019
1744,"OL314737.1|2019-05-23","4II_A.1","4II_A","4II","OL314737",10653,104.811098,2019,"Indonesia","Indonesia","OL314737",2019
1750,"OL314743.1|2019-06-24","4II_A.1","4II_A","4II","OL314743",10653,104.811098,2019,"Indonesia","Indonesia","OL314743",2019
1755,"OP410999.1|2009-08","4II_A","4II_A","4II","OP410999",10653,104.811098,2009,"Singapore","Singapore","OP410999",2009
1756,"OP411000.1|2017-10","4I_B.1","4I_B","4I","OP411000",10648,104.7619048,2017,"Singapore","Singapore","OP411000",2017
1757,"OP411001.1|2016-01","4II_A.1","4II_A","4II","OP411001",10653,104.811098,2016,"Singapore","Singapore","OP411001",2016
1758,"OP411002.1|2019-07","4II_A.1","4II_A","4II","OP411002",10653,104.811098,2019,"Singapore","Singapore","OP411002",2019
1763,"ON907584.1|2021-01-08","4II_A.1","4II_A","4II","ON907584",10295,101.2888627,2021,"Malaysia","Malaysia","ON907584",2021
1764,"ON908239.1|2021-01-08","4II_A.1","4II_A","4II","ON908239",10600,104.2896497,2021,"Malaysia","Malaysia","ON908239",2021
1765,"ON908240.1|2019-01-21","4I_A.3","4I_A","4I","ON908240",10582,104.1125541,2019,"Myanmar","Myanmar","ON908240",2019
1766,"ON908241.1|2018-05-17","4I_A.1.1","4I_A","4I","ON908241",10584,104.1322314,2018,"Cambodia","Cambodia","ON908241",2018
1767,"ON908242.1|2018-06-16","4I_A.1.1","4I_A","4I","ON908242",10583,104.1223928,2018,"Cambodia","Cambodia","ON908242",2018
1769,"ON891118.1|2019-01-21","4I_A.3","4I_A","4I","ON891118",10335,101.6824085,2019,"Myanmar","Myanmar","ON891118",2019
1770,"ON891131.1|2021-01-08","4II_A.1","4II_A","4II","ON891131",10294,101.279024,2021,"Malaysia","Malaysia","ON891131",2021
1771,"ON891141.1|2018-05-17","4I_A.1.1","4I_A","4I","ON891141",10324,101.5741834,2018,"Cambodia","Cambodia","ON891141",2018
1773,"ON891146.1|2017-09-11","4I_A.3","4I_A","4I","ON891146",10386,102.1841795,2017,"Myanmar","Myanmar","ON891146",2017
1774,"ON799402.1|2020","4I_B.1","4I_B","4I","ON799402",10649,104.7717434,2020,"India","India","ON799402",2020
1775,"ON799403.1|2018","4I_B.1","4I_B","4I","ON799403",10649,104.7717434,2018,"India","India","ON799403",2018
1777,"MW720990.1|2010-10","4II_A.2","4II_A","4II","MW720990",10649,104.7717434,2010,"China","China","MW720990",2010
1778,"MW720991.1|2010-10","4II_A.2","4II_A","4II","MW720991",10650,104.7815821,2010,"China","China","MW720991",2010
1788,"ON045731.1|2004-11-26","4I_A.3","4I_A","4I","ON045731",10549,103.7878788,2004,"Thailand","Thailand","ON045731",2004
1790,"ON005192.1|2011-06-24","4I_A.3","4I_A","4I","ON005192",10550,103.7977174,2011,"Thailand","Thailand","ON005192",2011
1791,"OK469357.1|1963","4I","4I","4I","OK469357",10611,104.3978749,1963,"Puerto Rico","USA","OK469357",1963
1792,"OK469358.1|1976","4I_A","4I_A","4I","OK469358",10598,104.2699725,1976,"Myanmar","Myanmar","OK469358",1976
1793,"OK469359.1|1980","4II_B","4II_B","4II","OK469359",10485,103.1582054,1980,"Kiribati","Kiribati","OK469359",1980
1794,"OK469360.1|1980","4II_B","4II_B","4II","OK469360",10579,104.0830382,1980,"Niue","Niue","OK469360",1980
1795,"OK469361.1|1990","4II_B","4II_B","4II","OK469361",10607,104.3585203,1990,"Singapore","Singapore","OK469361",1990
1796,"OK469362.1|1995","4II_B","4II_B","4II","OK469362",10608,104.3683589,1995,"Singapore","Singapore","OK469362",1995
1797,"OM639994.1|2021-11-16","4I_B.1","4I_B","4I","OM639994",10636,104.643841,2021,"India: Uttar Pradesh","India","OM639994",2021
1803,"OM417337.1|2010-11-04","4II_B.2","4II_B","4II","OM417337",9872,97.12711531,2010,"Mexico: Chiapas","Mexico","OM417337",2010
1804,"OM417338.1|2010-10-27","4II_B.2","4II_B","4II","OM417338",9872,97.12711531,2010,"Mexico: San Luis Potosi","Mexico","OM417338",2010
1805,"OM417339.1|2011-10-10","4II_B.2","4II_B","4II","OM417339",9872,97.12711531,2011,"Mexico: Jalisco","Mexico","OM417339",2011
1806,"OM417342.1|2021-10-14","4II_B.2","4II_B","4II","OM417342",9868,97.08776072,2021,"Mexico: Chiapas","Mexico","OM417342",2021
1807,"OK605767.1|1976","4II_B","4II_B","4II","OK605767",10648,104.7619048,1976,"Indonesia","Indonesia","OK605767",1976
1808,"OK605768.1|1982","4II_B","4II_B","4II","OK605768",10649,104.7717434,1982,"Brazil","Brazil","OK605768",1982
1809,"OK605769.1|1983","4I_B","4I_B","4I","OK605769",10651,104.7914207,1983,"Senegal","Senegal","OK605769",1983
1810,"OK605770.1|2006","4II_B.1","4II_B","4II","OK605770",10649,104.7717434,2006,"Ecuador","Ecuador","OK605770",2006
1813,"MW788989.1|2017-06","4I_A.3","4I_A","4I","MW788989",10607,104.3585203,2017,"Myanmar: Yangon","Myanmar","MW788989",2017
1819,"MW788995.1|2017-06","4I_A.3","4I_A","4I","MW788995",10605,104.338843,2017,"Myanmar: Yangon","Myanmar","MW788995",2017
1823,"MW788999.1|2018-05","4I_A.3","4I_A","4I","MW788999",10530,103.6009445,2018,"Myanmar: Yangon","Myanmar","MW788999",2018
1825,"MW789001.1|2018-11","4I_A.3","4I_A","4I","MW789001",10598,104.2699725,2018,"Myanmar: Yangon","Myanmar","MW789001",2018
1828,"MW789004.1|2018-07","4I_A.3","4I_A","4I","MW789004",10557,103.866588,2018,"Myanmar: Yangon","Myanmar","MW789004",2018
1832,"MZ976858.1|2019-07-07","4I_A.1.1","4I_A","4I","MZ976858",10337,101.7020858,2019,"Cambodia","Cambodia","MZ976858",2019
1833,"MZ976859.1|2019-08-07","4I_A.1.1","4I_A","4I","MZ976859",10337,101.7020858,2019,"Cambodia","Cambodia","MZ976859",2019
1834,"MZ976860.1|2020-08-03","4I_A.1.1","4I_A","4I","MZ976860",10337,101.7020858,2020,"Cambodia","Cambodia","MZ976860",2020
1835,"MW192825.1|2017-07","4I_B.1","4I_B","4I","MW192825",10161,99.97048406,2017,"India","India","MW192825",2017
1837,"MW945437.1|1999","4II_B","4II_B","4II","MW945437",10167,100.0295159,1999,"Puerto Rico","USA","MW945437",1999
1840,"MW945456.1|2003","4I_A.2","4I_A","4I","MW945456",10164,100,2003,"Thailand","Thailand","MW945456",2003
1854,"MW945470.1|2009","4I_A.2","4I_A","4I","MW945470",10164,100,2009,"Thailand","Thailand","MW945470",2009
1855,"MW945471.1|2001","4I_A.2","4I_A","4I","MW945471",10164,100,2001,"Thailand","Thailand","MW945471",2001
1869,"MW945485.1|1996","4I_A","4I_A","4I","MW945485",10164,100,1996,"Thailand","Thailand","MW945485",1996
1876,"MW945492.1|1999","4I_A.2","4I_A","4I","MW945492",10164,100,1999,"Thailand","Thailand","MW945492",1999
1877,"MW945494.1|2002","4I_A.2","4I_A","4I","MW945494",10164,100,2002,"Thailand","Thailand","MW945494",2002
1886,"MW945503.1|1985","4I_A","4I_A","4I","MW945503",10164,100,1985,"Thailand","Thailand","MW945503",1985
1889,"MW945506.1|2013","4I_A.3","4I_A","4I","MW945506",10164,100,2013,"Thailand","Thailand","MW945506",2013
1906,"MW945523.1|2005","4I_A.2","4I_A","4I","MW945523",10164,100,2005,"Thailand","Thailand","MW945523",2005
1923,"MW945540.1|1994","4I_A","4I_A","4I","MW945540",10164,100,1994,"Thailand","Thailand","MW945540",1994
1931,"MW945548.1|2000","4I_A.2","4I_A","4I","MW945548",10164,100,2000,"Thailand","Thailand","MW945548",2000
1937,"MW945555.1|2008","4I_A.2","4I_A","4I","MW945555",10164,100,2008,"Thailand","Thailand","MW945555",2008
1940,"MW945558.1|2010","4I_A.2","4I_A","4I","MW945558",10164,100,2010,"Thailand","Thailand","MW945558",2010
1942,"MW945560.1|2003","4I_A.2","4I_A","4I","MW945560",10164,100,2003,"Thailand","Thailand","MW945560",2003
1950,"MW945568.1|1994","4I_A","4I_A","4I","MW945568",10164,100,1994,"Thailand","Thailand","MW945568",1994
1964,"MW945582.1|2013","4I_A.3","4I_A","4I","MW945582",10164,100,2013,"Thailand","Thailand","MW945582",2013
1970,"MW945588.1|2009","4I_A.2","4I_A","4I","MW945588",10164,100,2009,"Thailand","Thailand","MW945588",2009
1974,"MW945592.1|2004","4I_A.2","4I_A","4I","MW945592",10164,100,2004,"Thailand","Thailand","MW945592",2004
1976,"MW945594.1|2014","4I_A.3","4I_A","4I","MW945594",10164,100,2014,"Thailand","Thailand","MW945594",2014
1989,"MW945607.1|2007","4I_A.2","4I_A","4I","MW945607",10164,100,2007,"Thailand","Thailand","MW945607",2007
1994,"MW945612.1|1999","4I_A.2","4I_A","4I","MW945612",10164,100,1999,"Thailand","Thailand","MW945612",1999
1995,"MW945613.1|2014","4I_A.3","4I_A","4I","MW945613",10164,100,2014,"Thailand","Thailand","MW945613",2014
2016,"MW945636.1|1973","4II_A","4II_A","4II","MW945636",10164,100,1973,"Indonesia","Indonesia","MW945636",1973
2018,"MW945638.1|2010","4I_A.3","4I_A","4I","MW945638",10164,100,2010,"Thailand","Thailand","MW945638",2010
2020,"MW945640.1|2007","4I_A.2","4I_A","4I","MW945640",10164,100,2007,"Thailand","Thailand","MW945640",2007
2022,"MW945642.1|1999","4I_A.2","4I_A","4I","MW945642",10164,100,1999,"Thailand","Thailand","MW945642",1999
2024,"MW945644.1|2006","4I_A.2","4I_A","4I","MW945644",10164,100,2006,"Thailand","Thailand","MW945644",2006
2044,"MW945664.1|2008","4I_A.3","4I_A","4I","MW945664",10164,100,2008,"Myanmar","Myanmar","MW945664",2008
2054,"MW945675.1|2005","4I_A.2","4I_A","4I","MW945675",10164,100,2005,"Thailand","Thailand","MW945675",2005
2074,"MW945695.1|2000","4I_A.2","4I_A","4I","MW945695",10164,100,2000,"Thailand","Thailand","MW945695",2000
2077,"MW945698.1|2003","4I_A.2","4I_A","4I","MW945698",10164,100,2003,"Thailand","Thailand","MW945698",2003
2080,"MW945701.1|2012","4I_A.2","4I_A","4I","MW945701",10164,100,2012,"Thailand","Thailand","MW945701",2012
2093,"MW945714.1|1994","4I_A","4I_A","4I","MW945714",10164,100,1994,"Thailand","Thailand","MW945714",1994
2099,"MW945720.1|1981","4II_B","4II_B","4II","MW945720",10167,100.0295159,1981,"Dominica","Dominica","MW945720",1981
2100,"MW945721.1|1996","4I_A","4I_A","4I","MW945721",10164,100,1996,"Thailand","Thailand","MW945721",1996
2111,"MW945733.1|2014","4I_A.3","4I_A","4I","MW945733",10164,100,2014,"Thailand","Thailand","MW945733",2014
2121,"MW945743.1|2008","4I_A.2","4I_A","4I","MW945743",10164,100,2008,"Thailand","Thailand","MW945743",2008
2124,"MW945746.1|2009","4I_A.2","4I_A","4I","MW945746",10164,100,2009,"Thailand","Thailand","MW945746",2009
2129,"MW945751.1|2006","4I_A.2","4I_A","4I","MW945751",10164,100,2006,"Thailand","Thailand","MW945751",2006
2133,"MW945755.1|1993","4I_A","4I_A","4I","MW945755",10164,100,1993,"Thailand","Thailand","MW945755",1993
2141,"MW881530.1|2021-01-08","4II_A.1","4II_A","4II","MW881530",10319,101.5249902,2021,"China: Guangzhou","China","MW881530",2021
2142,"MW881266.1|1999","4II_B.2","4II_B","4II","MW881266",10164,100,1999,"Nicaragua","Nicaragua","MW881266",1999
2144,"MT040673.1|2018-04-27","4II_B.1.1","4II_B","4II","MT040673",9828,96.69421488,2018,"Paraguay: Villarrica","Paraguay","MT040673",2018
2146,"MT040675.1|2018-05-31","4II_B.1.1","4II_B","4II","MT040675",9828,96.69421488,2018,"Paraguay: San Lorenzo","Paraguay","MT040675",2018
2149,"MT040679.1|2018-05-09","4II_B.1.1","4II_B","4II","MT040679",9828,96.69421488,2018,"Paraguay: Domingo Martinez De Irala","Paraguay","MT040679",2018
2152,"MW301595.1|2020-06-18","4II_A","4II_A","4II","MW301595",10281,101.1511216,2020,"China: Guangzhou","China","MW301595",2020
2153,"MW295825.1|2017-09-11","4I_A.3","4I_A","4I","MW295825",10426,102.5777253,2017,"China: Guangzhou","China","MW295825",2017
2154,"MN448994.1|2011-07-06","4I_A.2","4I_A","4I","MN448994",10597,104.2601338,2011,"Thailand","Thailand","MN448994",2011
2163,"MN449003.1|2012-05-02","4I_A.2","4I_A","4I","MN449003",10597,104.2601338,2012,"Thailand","Thailand","MN449003",2012
2164,"MN449004.1|2012-07-02","4I_A.3","4I_A","4I","MN449004",10597,104.2601338,2012,"Thailand","Thailand","MN449004",2012
2167,"MT597439.1|2010","4II_A","4II_A","4II","MT597439",10252,100.8658009,2010,"South Korea","South Korea","MT597439",2010
2170,"MK858142.2|2016-08-05","4I_B.1","4I_B","4I","MK858142",10469,103.0007871,2016,"India","India","MK858142",2016
2174,"MK858147.1|2016-08-03","4I_B.1","4I_B","4I","MK858147",10436,102.6761118,2016,"India","India","MK858147",2016
2175,"MN192436.1|2016","4II_B","4II_B","4II","MN192436",10650,104.7815821,2016,"USA","USA","MN192436",2016
2176,"MH051734.1|2014-12","4II_A.1","4II_A","4II","MH051734",10331,101.6430539,2014,"Malaysia","Malaysia","MH051734",2014
2177,"MK654681.1|2017-06-04","4I_B.1","4I_B","4I","MK654681",10435,102.6662731,2017,"India","India","MK654681",2017
